Age,Gender,Employment_Status,Work_Hours_Per_Week,Screen_Time_Hours,Sleep_Hours,Sleep_Quality,Physical_Activity_Hours,Meditation_Minutes,Coffee_Cups_Per_Day,Stress_Level,Chronic_Stress,Burnout_Risk,Occupation,Education_Level
41.0,Male,Unemployed,38,8.6,7.2,Good,9.9,59.0,5,Low,No,Low,Designer,Diploma
51.0,Female,Unemployed,63,3.6,7.1,Good,9.2,31.0,1,Moderate,No,Low,Lawyer,Bachelor
36.0,Female,Self-Employed,26,3.4,9.2,Excellent,4.2,3.0,3,Low,No,Low,Farmer,Master
30.0,Other,Employed,62,6.5,6.4,Average,0.5,46.0,6,Moderate,No,High,Police Officer,High School
43.0,Male,Student,62,3.0,7.8,Good,2.4,10.0,3,Moderate,No,Low,Civil Engineer,Master
47.0,Other,Self-Employed,40,13.6,9.6,Excellent,2.6,33.0,7,High,No,Moderate,Business Owner,Bachelor
59.0,Male,Student,40,10.9,8.9,Good,8.4,57.0,1,Low,No,Low,Business Owner,PhD
31.0,Male,Self-Employed,58,11.4,6.4,Average,8.4,38.0,6,High,Yes,Moderate,Farmer,Diploma
59.0,Other,Unemployed,56,4.3,5.2,Average,5.0,19.0,8,High,No,High,Chef,Bachelor
28.0,Female,Student,58,12.5,7.9,Good,3.3,56.0,4,High,Yes,High,Nurse,Diploma
55.0,Male,Student,29,9.2,8.3,Good,8.3,3.0,3,Low,No,Low,Farmer,Bachelor
61.0,Female,Unemployed,39,7.2,8.6,Good,2.7,34.0,6,Moderate,No,Moderate,Researcher,Bachelor
46.0,Male,Self-Employed,64,11.0,8.7,Good,7.1,45.0,3,High,No,High,Software Engineer,High School
50.0,Other,Unemployed,50,3.9,7.8,Good,4.4,55.0,8,Low,No,Moderate,Police Officer,PhD
60.0,Other,Student,25,5.3,5.1,Average,5.0,8.0,1,Low,No,Low,Marketing Manager,Diploma
61.0,Male,Unemployed,35,13.6,5.7,Average,3.6,52.0,4,Moderate,No,Moderate,Lawyer,PhD
41.0,Female,Student,53,9.7,4.6,Poor,7.1,15.0,5,Moderate,No,High,Civil Engineer,High School
26.0,Other,Student,61,4.3,4.3,Poor,3.2,27.0,3,High,Yes,High,Civil Engineer,Diploma
62.0,Male,Self-Employed,32,13.9,9.3,Excellent,7.2,57.0,0,Low,No,Low,Teacher,Bachelor
25.0,Female,Student,46,10.4,5.8,Average,2.2,54.0,6,Moderate,No,High,Data Scientist,High School
42.0,Male,Unemployed,51,12.4,7.7,Good,9.6,28.0,5,Moderate,No,Moderate,Farmer,Master
42.0,Female,Student,29,13.4,10.0,Excellent,0.4,58.0,2,Low,No,Low,Student,Bachelor
64.0,Other,Self-Employed,39,13.1,5.2,Average,1.2,36.0,2,Moderate,No,Low,Lawyer,PhD
64.0,Female,Employed,29,8.2,7.0,Good,1.2,32.0,6,Moderate,No,Low,Business Owner,Diploma
33.0,Other,Unemployed,31,9.6,7.4,Good,2.3,60.0,4,Low,No,Moderate,Civil Engineer,Master
27.0,Other,Unemployed,57,12.6,5.0,Average,3.0,7.0,5,High,Yes,High,Accountant,Bachelor
25.0,Male,Unemployed,25,9.5,9.7,Excellent,4.1,57.0,4,Low,No,Low,Lawyer,High School
64.0,Male,Self-Employed,44,10.3,8.7,Good,3.3,51.0,5,Moderate,No,Moderate,Teacher,Bachelor
34.0,Female,Employed,66,12.6,8.8,Good,10.0,16.0,3,High,Yes,High,Designer,Master
41.0,Female,Self-Employed,54,13.4,8.9,Good,0.1,11.0,6,High,Yes,High,Data Scientist,PhD
32.0,Male,Employed,54,3.3,5.3,Average,1.4,10.0,1,Moderate,No,High,HR Specialist,Master
57.0,Other,Employed,54,12.3,5.8,Average,3.0,25.0,7,High,Yes,High,Nurse,Diploma
48.0,Male,Employed,46,10.3,7.8,Good,5.9,52.0,5,Low,No,Low,Accountant,PhD
21.0,Female,Self-Employed,45,11.9,9.0,Excellent,4.7,18.0,3,Moderate,No,Low,Marketing Manager,PhD
23.0,Female,Employed,37,8.1,7.7,Good,8.7,36.0,3,Low,No,Low,Teacher,Diploma
50.0,Male,Student,50,7.6,5.1,Average,9.7,30.0,5,Moderate,No,Moderate,Student,High School
53.0,Other,Unemployed,37,12.8,8.5,Good,4.0,14.0,1,Moderate,No,Low,Researcher,Bachelor
21.0,Female,Student,30,7.9,8.6,Good,5.0,30.0,1,Low,No,Low,Nurse,Master
59.0,Female,Student,45,5.0,9.2,Excellent,7.7,46.0,3,Low,No,Low,HR Specialist,High School
41.4,Female,Employed,25,10.9,4.9,Poor,6.7,40.0,1,Low,No,Low,Nurse,Master
49.0,Other,Self-Employed,62,7.1,4.9,Poor,8.3,43.0,7,High,Yes,High,Doctor,Master
34.0,Other,Self-Employed,63,10.4,9.8,Excellent,2.7,34.0,7,High,Yes,High,Civil Engineer,Master
24.0,Female,Student,57,13.6,8.3,Good,4.7,22.0,1,Moderate,No,Moderate,Software Engineer,PhD
42.0,Female,Student,41,12.7,9.5,Excellent,7.6,10.0,6,Moderate,No,Moderate,Farmer,Diploma
61.0,Other,Student,43,11.3,5.9,Average,1.0,40.0,4,Moderate,No,High,Teacher,Bachelor
55.0,Other,Student,47,6.6,4.8,Poor,4.5,17.0,4,Moderate,No,Moderate,Business Owner,High School
32.0,Female,Self-Employed,56,11.3,7.5,Good,6.6,27.0,0,Moderate,No,Moderate,Marketing Manager,Diploma
48.0,Male,Student,69,13.3,9.2,Excellent,7.4,4.0,1,High,Yes,High,Sales Executive,PhD
44.0,Male,Self-Employed,60,10.8,5.8,Average,8.8,1.0,6,High,Yes,Moderate,Nurse,Bachelor
60.0,Female,Student,37,6.4,7.2,Good,7.8,57.0,2,Low,No,Low,Farmer,PhD
56.0,Other,Employed,41,9.7,8.2,Good,9.1,43.0,7,Low,No,Low,Marketing Manager,High School
28.0,Other,Unemployed,57,5.0,9.6,Excellent,8.9,45.0,4,Low,No,Low,Student,High School
56.0,Male,Self-Employed,63,11.1,8.7,Good,1.7,15.0,6,High,Yes,High,HR Specialist,Diploma
23.0,Female,Self-Employed,50,9.3,6.5,Average,3.6,19.0,1,Moderate,No,Low,Doctor,PhD
54.0,Female,Self-Employed,52,5.9,5.4,Average,9.7,30.0,8,Moderate,No,Moderate,Researcher,Master
52.0,Male,Student,25,12.2,9.5,Excellent,7.9,28.0,6,Low,No,Low,Software Engineer,Diploma
59.0,Other,Self-Employed,25,3.9,6.9,Average,5.0,31.0,7,Low,No,Low,Designer,High School
26.0,Other,Self-Employed,66,10.1,5.5,Average,2.2,44.0,8,High,Yes,High,Marketing Manager,Diploma
25.0,Female,Student,23,12.4,4.6,Poor,6.8,2.0,7,Moderate,No,Moderate,HR Specialist,PhD
51.0,Male,Student,39,6.7,7.5,Good,1.5,51.0,0,Low,No,Low,Sales Executive,Bachelor
44.0,Other,Unemployed,57,13.9,7.5,Good,7.1,55.0,7,Moderate,No,High,Teacher,Master
41.4,Other,Unemployed,51,10.4,4.3,Poor,0.3,22.0,2,Moderate,No,Low,HR Specialist,Diploma
54.0,Male,Employed,63,11.9,9.4,Excellent,3.3,59.0,0,Moderate,No,Moderate,Software Engineer,High School
52.0,Other,Employed,21,7.6,7.0,Poor,10.0,53.0,5,Low,No,Low,Researcher,High School
21.0,Female,Student,54,12.5,5.6,Average,6.0,21.0,1,Moderate,No,High,Freelancer,Master
27.0,Male,Employed,40,6.8,8.9,Good,2.7,16.0,2,Low,No,Low,Accountant,Diploma
37.0,Female,Self-Employed,24,11.4,4.2,Poor,3.2,8.0,3,Moderate,No,Low,Police Officer,Diploma
61.0,Male,Unemployed,49,9.1,7.6,Good,8.9,18.0,7,Low,No,Low,Accountant,Bachelor
59.0,Other,Employed,22,5.7,4.0,Poor,2.1,54.0,6,Low,No,Low,Chef,PhD
33.0,Female,Student,53,10.2,8.0,Good,2.1,18.0,8,High,Yes,High,Lawyer,PhD
27.0,Male,Self-Employed,60,7.8,9.8,Excellent,6.6,49.0,7,Moderate,No,Moderate,Police Officer,Bachelor
22.0,Female,Employed,39,13.0,7.6,Good,5.1,2.0,6,Moderate,No,High,Teacher,High School
59.0,Other,Unemployed,45,7.2,9.8,Excellent,3.1,18.0,4,Moderate,No,Moderate,Accountant,PhD
60.0,Female,Unemployed,25,6.4,4.1,Poor,8.0,59.0,4,Low,No,Low,Student,Master
65.0,Other,Self-Employed,23,5.9,6.5,Average,6.8,43.0,0,Low,No,Low,Teacher,High School
25.0,Other,Student,55,9.8,7.5,Good,9.6,56.0,0,Low,No,Low,Marketing Manager,Master
26.0,Female,Student,59,3.1,7.4,Good,7.9,46.0,8,Moderate,No,Moderate,Nurse,PhD
36.0,Male,Student,66,8.0,6.0,Average,1.2,60.0,2,High,No,High,Accountant,High School
47.0,Female,Student,43,8.3,5.8,Average,4.4,44.0,2,Moderate,No,Moderate,Chef,PhD
20.0,Female,Student,38,8.8,5.7,Average,8.7,37.0,3,Low,No,Low,Nurse,PhD
55.0,Female,Unemployed,27,4.4,5.4,Average,7.3,13.0,5,Low,No,Low,Sales Executive,Master
22.0,Male,Student,41,7.7,7.6,Good,1.1,35.0,5,Low,No,Low,Civil Engineer,Master
60.0,Male,Self-Employed,45,7.5,6.8,Average,3.5,24.0,7,Moderate,No,High,Software Engineer,High School
38.0,Female,Employed,39,5.2,6.8,Average,8.2,14.0,5,Low,No,Low,Freelancer,Bachelor
37.0,Female,Student,22,5.1,5.6,Average,1.4,40.0,5,Low,No,Low,Doctor,Master
18.0,Male,Unemployed,43,12.3,9.9,Excellent,0.1,44.0,8,Moderate,No,Low,Police Officer,Master
30.0,Male,Unemployed,26,8.0,7.0,Good,1.7,5.0,2,Low,No,Low,Sales Executive,Diploma
22.0,Male,Self-Employed,49,12.2,5.5,Average,5.1,12.0,6,Moderate,No,Low,Student,Diploma
24.0,Male,Student,65,6.5,8.5,Good,0.4,60.0,4,Moderate,No,Moderate,Nurse,Bachelor
23.0,Male,Unemployed,68,3.9,9.3,Excellent,9.4,53.0,6,Moderate,No,Moderate,HR Specialist,High School
28.0,Male,Student,52,4.1,4.5,Poor,2.8,35.0,0,Low,No,Low,Teacher,Diploma
45.0,Male,Self-Employed,47,2.4,4.3,Poor,6.6,41.0,8,Moderate,No,Moderate,Farmer,Master
23.0,Other,Unemployed,59,12.9,8.0,Good,8.7,37.0,6,Moderate,No,Moderate,Software Engineer,High School
19.0,Male,Unemployed,42,5.9,5.3,Average,3.6,11.0,6,Moderate,No,Low,Teacher,Diploma
62.0,Female,Student,47,7.2,4.3,Poor,2.7,13.0,2,Moderate,No,Moderate,Freelancer,High School
48.0,Other,Self-Employed,65,8.5,6.5,Average,7.6,31.0,4,High,Yes,High,Farmer,Master
41.0,Female,Unemployed,69,2.6,7.3,Good,5.4,10.0,0,Moderate,No,Moderate,Pilot,Bachelor
65.0,Other,Student,25,5.3,8.9,Good,9.3,21.0,3,Low,No,Low,Chef,Master
21.0,Male,Self-Employed,65,13.1,7.4,Good,6.4,29.0,6,High,Yes,High,Pilot,Bachelor
47.0,Other,Student,32,2.1,5.3,Average,2.7,18.0,4,Low,No,Low,Student,Bachelor
38.0,Male,Employed,49,10.6,9.6,Excellent,4.7,40.0,7,Moderate,No,Moderate,Business Owner,PhD
26.0,Other,Student,38,8.0,7.5,Good,7.3,57.0,4,Low,No,Low,Civil Engineer,PhD
25.0,Female,Unemployed,23,8.7,5.6,Average,6.3,31.0,6,Moderate,No,Moderate,Nurse,High School
44.0,Female,Self-Employed,62,3.4,4.7,Poor,8.8,20.0,7,Moderate,No,Moderate,Marketing Manager,Master
25.0,Female,Student,22,10.9,8.0,Good,9.0,31.0,1,Low,No,Low,Lawyer,Bachelor
65.0,Other,Employed,68,11.3,8.4,Good,7.6,30.0,8,High,Yes,High,Researcher,Master
57.0,Female,Student,62,8.1,4.3,Poor,2.7,30.0,8,High,Yes,High,HR Specialist,Master
63.0,Other,Student,59,7.5,8.9,Good,1.4,48.0,4,Moderate,No,Low,Sales Executive,PhD
50.0,Female,Unemployed,60,9.8,4.3,Poor,5.1,15.0,8,High,Yes,High,Student,High School
21.0,Male,Student,39,3.5,7.5,Good,2.4,22.0,6,Moderate,No,Moderate,Freelancer,PhD
61.0,Female,Unemployed,33,2.5,6.7,Average,5.8,21.0,3,Low,No,Low,Data Scientist,Master
40.0,Other,Self-Employed,55,2.4,6.8,Average,6.8,11.0,8,Moderate,No,Moderate,Freelancer,High School
33.0,Other,Employed,30,6.3,5.7,Average,9.8,27.0,3,Low,No,Low,Farmer,Diploma
55.0,Male,Student,62,3.4,5.4,Average,9.6,13.0,3,Moderate,No,Low,Software Engineer,Bachelor
47.0,Female,Student,55,2.3,10.0,Excellent,9.9,49.0,3,Low,No,Low,Doctor,High School
64.0,Female,Employed,47,11.0,7.7,Good,9.1,30.0,8,Moderate,No,Moderate,Lawyer,High School
53.0,Other,Self-Employed,67,2.2,8.3,Good,8.4,11.0,4,Moderate,No,Moderate,Student,Diploma
52.0,Female,Unemployed,70,12.9,5.5,Average,7.2,3.0,6,High,Yes,High,Student,Bachelor
57.0,Male,Unemployed,44,7.5,8.2,Good,7.5,14.0,5,Moderate,No,Low,Teacher,High School
44.0,Male,Employed,44,8.8,5.3,Average,6.2,26.0,2,Moderate,No,High,Accountant,Diploma
35.0,Other,Self-Employed,54,8.6,4.1,Poor,7.9,11.0,3,Moderate,No,Moderate,Software Engineer,PhD
20.0,Other,Student,49,11.7,9.3,Excellent,5.4,12.0,7,Moderate,No,Moderate,Pilot,Bachelor
41.0,Female,Self-Employed,70,2.3,7.4,Good,0.5,29.0,3,High,Yes,High,Software Engineer,PhD
18.0,Female,Employed,39,10.0,9.2,Excellent,5.9,8.0,7,Moderate,No,Moderate,Nurse,Diploma
32.0,Other,Employed,30,5.2,8.3,Good,5.1,43.0,3,Low,No,Low,Doctor,Bachelor
59.0,Female,Employed,69,10.9,9.1,Excellent,1.7,26.0,8,High,Yes,High,Nurse,Bachelor
21.0,Other,Unemployed,42,12.4,9.0,Excellent,6.1,40.0,0,Low,No,Low,Sales Executive,PhD
27.0,Male,Self-Employed,41,12.3,5.7,Average,0.0,60.0,4,High,No,High,Student,Diploma
62.0,Female,Self-Employed,63,4.9,9.9,Excellent,7.0,28.0,8,Moderate,No,Moderate,Marketing Manager,High School
50.0,Male,Self-Employed,25,7.0,6.9,Average,0.8,58.0,1,Low,No,Low,Lawyer,Master
64.0,Other,Employed,21,7.9,8.8,Good,4.2,49.0,8,Low,No,Low,Nurse,Master
40.0,Female,Unemployed,25,12.8,5.2,Average,5.0,12.0,7,Moderate,No,Moderate,Student,Bachelor
24.0,Female,Self-Employed,54,4.1,7.3,Good,4.2,32.0,8,Moderate,No,Moderate,Data Scientist,Master
33.0,Female,Student,23,5.7,7.0,Good,8.6,35.0,8,Low,No,Low,Freelancer,PhD
44.0,Other,Employed,37,12.7,9.1,Excellent,2.4,48.0,4,Moderate,No,Low,Sales Executive,Master
41.4,Other,Employed,55,4.7,5.3,Average,6.3,38.0,2,Low,No,Low,Civil Engineer,Diploma
25.0,Male,Unemployed,66,6.6,7.4,Good,4.2,58.0,4,Moderate,No,Moderate,Data Scientist,Diploma
20.0,Other,Unemployed,54,9.4,4.3,Poor,7.9,56.0,6,High,Yes,High,HR Specialist,High School
24.0,Male,Student,45,6.3,4.8,Poor,8.7,39.0,7,Moderate,No,Moderate,Business Owner,Master
22.0,Male,Self-Employed,28,2.2,7.2,Good,1.7,6.0,7,Low,No,Low,Business Owner,PhD
53.0,Other,Employed,57,14.0,4.5,Poor,7.3,60.0,4,Moderate,No,Moderate,Doctor,Diploma
51.0,Male,Unemployed,41,2.7,7.5,Good,8.0,2.0,1,Low,No,Low,Accountant,PhD
64.0,Other,Student,47,13.8,7.6,Good,8.7,12.0,4,Moderate,No,High,Nurse,High School
35.0,Female,Student,38,11.8,4.7,Poor,6.8,46.0,5,Low,No,Low,Farmer,High School
20.0,Female,Unemployed,47,8.0,6.4,Average,9.6,40.0,8,Moderate,No,Moderate,Lawyer,High School
29.0,Female,Employed,28,7.0,7.0,Good,7.1,10.0,8,Moderate,No,Moderate,Designer,Master
19.0,Male,Unemployed,55,4.3,9.4,Excellent,6.4,28.0,0,Low,No,Low,Lawyer,High School
65.0,Male,Employed,46,11.1,5.7,Average,1.1,8.0,7,Moderate,No,High,Designer,Master
40.0,Female,Employed,47,7.5,5.0,Average,7.3,10.0,6,High,No,High,Marketing Manager,PhD
44.0,Male,Unemployed,43,9.7,4.8,Poor,3.0,43.0,2,Moderate,No,High,Chef,Bachelor
60.0,Female,Unemployed,67,2.2,9.4,Excellent,3.3,0.0,8,Moderate,No,Low,Pilot,Master
54.0,Male,Student,32,10.9,6.5,Average,7.5,28.0,6,Moderate,No,Moderate,Business Owner,PhD
28.0,Female,Student,43,2.7,9.6,Excellent,8.0,5.0,2,Low,No,Low,Software Engineer,Bachelor
48.0,Male,Self-Employed,30,9.4,5.1,Average,2.3,18.0,2,Moderate,No,Low,Researcher,Bachelor
21.0,Male,Self-Employed,26,12.4,8.1,Good,8.2,18.0,1,Low,No,Moderate,Freelancer,Bachelor
32.0,Male,Unemployed,68,11.0,9.3,Excellent,6.7,27.0,5,Moderate,No,Moderate,Farmer,Diploma
64.0,Female,Unemployed,27,3.0,4.2,Poor,7.9,22.0,3,Low,No,Low,Civil Engineer,PhD
51.0,Other,Employed,38,4.1,9.2,Excellent,3.2,51.0,4,Low,No,Low,HR Specialist,Bachelor
22.0,Male,Unemployed,52,12.6,9.8,Excellent,8.1,23.0,0,Moderate,No,Moderate,Marketing Manager,Diploma
49.0,Other,Employed,48,5.0,5.2,Average,4.6,0.0,5,Moderate,No,High,Sales Executive,High School
23.0,Female,Employed,34,12.7,7.3,Good,2.0,51.0,4,Low,No,Low,Designer,High School
34.0,Female,Employed,30,2.4,6.5,Average,6.3,48.0,7,Low,No,Low,HR Specialist,High School
34.0,Other,Student,60,3.3,8.1,Good,0.0,56.0,6,Moderate,No,Low,Lawyer,Master
63.0,Other,Unemployed,63,10.3,5.3,Average,0.7,24.0,8,High,Yes,High,Software Engineer,PhD
36.0,Other,Employed,44,11.9,4.1,Poor,8.3,39.0,0,Low,No,Low,Police Officer,Diploma
63.0,Other,Employed,61,2.5,4.9,Poor,7.5,48.0,2,Moderate,No,Moderate,Designer,Bachelor
25.0,Other,Self-Employed,48,6.3,8.0,Good,0.4,15.0,1,Moderate,No,Moderate,Doctor,Bachelor
34.0,Male,Student,61,13.7,5.3,Average,1.4,36.0,8,High,Yes,High,Software Engineer,High School
24.0,Other,Unemployed,37,8.2,6.0,Average,2.8,28.0,0,Moderate,No,Moderate,Farmer,Diploma
31.0,Male,Self-Employed,65,11.0,7.3,Good,2.5,27.0,1,High,Yes,High,Accountant,Diploma
55.0,Female,Employed,20,8.0,6.6,Average,6.1,23.0,7,Low,No,Low,Accountant,High School
47.0,Female,Self-Employed,67,11.1,9.0,Excellent,8.8,48.0,7,High,Yes,High,Farmer,Master
19.0,Female,Student,27,13.2,4.7,Poor,2.5,33.0,0,Moderate,No,Low,Marketing Manager,High School
53.0,Male,Employed,24,5.4,4.6,Poor,6.5,44.0,6,Low,No,Low,Student,High School
56.0,Male,Self-Employed,28,10.7,9.1,Excellent,6.6,26.0,0,Low,No,Low,Accountant,High School
50.0,Female,Student,36,11.5,7.4,Good,8.8,28.0,0,Low,No,Low,Teacher,High School
44.0,Female,Self-Employed,61,3.0,9.4,Excellent,6.8,0.0,8,Moderate,No,Moderate,Doctor,Diploma
50.0,Female,Self-Employed,45,6.0,6.5,Average,7.4,7.0,3,Low,No,Low,Designer,PhD
55.0,Male,Self-Employed,59,8.4,8.3,Good,8.0,23.0,7,High,Yes,High,Sales Executive,Bachelor
56.0,Female,Unemployed,23,8.2,6.2,Average,0.8,49.0,7,Low,No,Low,Lawyer,Bachelor
35.0,Other,Student,66,8.0,7.1,Good,9.2,10.0,4,Moderate,No,Moderate,Student,Master
61.0,Other,Employed,45,13.5,7.6,Good,2.4,1.0,8,Moderate,No,High,Marketing Manager,Bachelor
45.0,Female,Employed,24,7.6,8.3,Good,5.3,52.0,7,Low,No,Low,Software Engineer,Diploma
36.0,Other,Employed,53,13.8,4.1,Poor,1.5,57.0,0,Moderate,No,Moderate,Designer,High School
58.0,Other,Self-Employed,50,11.5,5.0,Average,9.8,19.0,3,Moderate,No,High,Researcher,Bachelor
65.0,Other,Self-Employed,40,4.7,7.0,Good,5.8,32.0,1,Low,No,Low,Researcher,High School
51.0,Female,Self-Employed,53,13.5,9.7,Excellent,3.0,59.0,0,Low,No,Low,Student,High School
38.0,Female,Self-Employed,27,13.1,8.1,Good,0.5,2.0,5,High,Yes,High,Farmer,Bachelor
44.0,Other,Self-Employed,26,8.0,5.7,Average,7.8,18.0,7,Low,No,Low,Nurse,High School
57.0,Female,Unemployed,37,3.8,7.1,Good,7.1,20.0,3,Low,No,Low,Student,PhD
40.0,Male,Student,50,6.3,8.7,Good,1.1,0.0,7,Moderate,No,High,Software Engineer,Diploma
47.0,Male,Student,31,13.8,6.0,Average,0.2,44.0,5,Low,No,Low,Pilot,Master
64.0,Male,Employed,40,2.9,6.8,Average,8.9,26.0,6,Moderate,No,Low,Data Scientist,Master
34.0,Female,Self-Employed,50,13.9,5.4,Average,7.3,45.0,6,Moderate,No,Moderate,Nurse,Diploma
23.0,Male,Self-Employed,57,5.7,9.0,Excellent,5.3,3.0,7,Moderate,No,Low,Farmer,Master
53.0,Other,Student,25,2.7,7.8,Good,6.0,6.0,6,Low,No,Low,Researcher,Master
59.0,Male,Employed,64,8.1,8.7,Good,9.8,48.0,2,Moderate,No,Low,Student,Diploma
54.0,Male,Self-Employed,57,11.1,8.6,Good,6.7,34.0,2,Moderate,No,Moderate,Marketing Manager,Master
49.0,Other,Unemployed,59,2.8,5.5,Average,9.2,24.0,2,Moderate,No,Moderate,Designer,High School
32.0,Female,Student,45,12.6,6.5,Average,4.4,32.0,4,Moderate,No,Moderate,Chef,High School
59.0,Male,Unemployed,35,6.4,7.0,Good,0.8,31.0,2,Low,No,Low,Marketing Manager,PhD
62.0,Other,Employed,59,7.7,5.4,Average,9.3,54.0,3,Moderate,No,Moderate,Data Scientist,PhD
50.0,Male,Unemployed,65,9.2,5.4,Average,6.4,40.0,5,High,Yes,High,HR Specialist,Master
57.0,Male,Employed,47,6.5,5.3,Average,5.9,21.0,1,Low,No,Low,Police Officer,High School
64.0,Other,Unemployed,59,2.4,6.3,Average,2.6,37.0,8,Moderate,No,Moderate,Accountant,High School
60.0,Other,Student,42,8.9,7.0,Average,9.9,34.0,8,Moderate,No,High,Freelancer,Master
34.0,Female,Student,45,4.4,4.0,Poor,5.0,31.0,4,Low,No,Moderate,Farmer,Diploma
61.0,Other,Self-Employed,70,8.1,5.7,Average,8.6,2.0,5,Moderate,No,Moderate,Chef,Master
38.0,Male,Self-Employed,24,6.8,9.0,Excellent,2.8,13.0,7,Low,No,Low,Farmer,Diploma
35.0,Female,Unemployed,40,9.9,8.3,Good,5.1,55.0,3,Low,No,Moderate,Lawyer,PhD
28.0,Other,Employed,43,2.8,9.4,Excellent,1.9,19.0,4,Moderate,No,Moderate,Marketing Manager,High School
35.0,Male,Student,52,9.5,6.3,Average,5.5,51.0,3,Moderate,No,Low,Police Officer,High School
20.0,Other,Employed,51,8.1,9.3,Excellent,8.8,24.0,1,Moderate,No,Moderate,Police Officer,PhD
36.0,Other,Self-Employed,50,10.2,4.8,Poor,8.1,10.0,2,Moderate,No,Low,Accountant,High School
44.0,Female,Unemployed,48,13.1,5.2,Average,6.1,25.0,5,High,Yes,High,Chef,Diploma
40.0,Other,Unemployed,21,4.2,6.9,Average,2.7,14.0,5,Low,No,Low,Teacher,Bachelor
57.0,Female,Employed,66,2.8,4.7,Poor,7.1,18.0,1,Moderate,No,Moderate,Nurse,Diploma
44.0,Other,Employed,66,5.7,7.9,Good,1.1,4.0,8,High,Yes,High,Police Officer,Diploma
49.0,Female,Self-Employed,21,12.7,6.3,Average,8.0,4.0,3,Low,No,Low,Lawyer,Master
25.0,Male,Self-Employed,48,5.9,9.1,Excellent,7.5,3.0,5,Low,No,Low,Farmer,Bachelor
56.0,Other,Employed,70,5.9,7.0,Good,4.5,13.0,3,Moderate,No,Moderate,Farmer,Master
57.0,Female,Employed,53,5.5,4.3,Poor,8.3,40.0,7,Moderate,No,High,Farmer,Diploma
51.0,Other,Self-Employed,70,8.0,6.0,Average,8.2,32.0,3,Moderate,No,Moderate,Marketing Manager,PhD
37.0,Other,Employed,30,7.3,5.2,Average,6.1,13.0,2,Moderate,No,Low,Farmer,Master
21.0,Male,Unemployed,50,9.0,6.5,Average,9.5,50.0,6,Moderate,No,Moderate,Farmer,High School
41.0,Male,Student,59,12.3,5.3,Average,1.3,1.0,1,High,Yes,Moderate,Designer,Bachelor
43.0,Female,Employed,35,6.8,10.0,Excellent,0.2,29.0,2,Low,No,Low,Civil Engineer,High School
27.0,Male,Student,51,8.0,7.0,Good,2.8,58.0,7,Moderate,No,High,Police Officer,Diploma
45.0,Female,Self-Employed,24,13.4,5.6,Average,6.4,16.0,4,Low,No,Low,Lawyer,PhD
48.0,Other,Employed,24,5.2,8.2,Good,0.8,5.0,8,Moderate,No,Low,Data Scientist,Bachelor
29.0,Male,Student,41,5.2,9.7,Excellent,2.2,9.0,0,Low,No,Low,Lawyer,Bachelor
29.0,Other,Student,62,8.0,8.3,Good,0.1,15.0,8,Moderate,No,Moderate,Sales Executive,PhD
33.0,Other,Employed,35,12.6,6.2,Average,5.0,1.0,5,Moderate,No,High,Nurse,High School
20.0,Male,Self-Employed,62,8.0,7.7,Good,0.8,32.0,2,High,Yes,High,Designer,Master
25.0,Other,Employed,37,3.7,8.9,Good,5.1,17.0,6,Moderate,No,Low,HR Specialist,Master
26.0,Male,Employed,57,7.7,4.2,Poor,2.9,0.0,1,Moderate,No,Moderate,Doctor,Master
60.0,Other,Student,52,2.8,5.3,Average,1.7,30.0,7,Moderate,No,Moderate,Police Officer,Diploma
42.0,Other,Employed,52,3.8,4.8,Poor,8.1,30.0,0,Low,No,Low,Software Engineer,Diploma
62.0,Other,Student,39,4.8,4.1,Poor,1.4,29.0,3,Moderate,No,Moderate,Software Engineer,Bachelor
31.0,Other,Unemployed,60,7.2,9.4,Excellent,8.9,23.0,3,Moderate,No,Low,Student,Bachelor
57.0,Male,Employed,20,2.8,9.7,Excellent,4.2,7.0,6,Low,No,Low,HR Specialist,High School
63.0,Male,Unemployed,48,4.7,4.2,Poor,9.2,7.0,8,Moderate,No,Moderate,Farmer,High School
27.0,Other,Self-Employed,37,7.6,6.8,Average,4.8,24.0,1,Low,No,Low,Civil Engineer,High School
65.0,Female,Student,56,6.8,6.3,Average,8.5,6.0,8,Moderate,No,Moderate,Chef,Master
37.0,Male,Employed,50,3.8,4.2,Poor,5.6,7.0,0,Moderate,No,Moderate,Nurse,Master
30.0,Female,Employed,23,6.7,7.9,Good,2.2,32.0,5,Low,No,Low,Pilot,PhD
42.0,Other,Unemployed,33,8.4,6.5,Average,7.4,26.0,5,Moderate,No,Moderate,Business Owner,High School
50.0,Male,Student,46,8.8,5.0,Average,9.0,9.0,0,Moderate,No,Moderate,Marketing Manager,Diploma
54.0,Male,Self-Employed,45,11.2,9.5,Excellent,7.3,34.0,4,Moderate,No,Moderate,Police Officer,PhD
26.0,Other,Unemployed,42,11.1,5.7,Average,4.4,30.0,7,Moderate,No,Moderate,Researcher,High School
49.0,Male,Student,45,5.2,5.0,Average,8.1,6.0,6,Moderate,No,Moderate,Freelancer,PhD
30.0,Male,Unemployed,26,9.9,5.7,Average,7.7,21.0,4,Moderate,No,Low,Doctor,Diploma
46.0,Male,Self-Employed,22,7.0,4.5,Poor,9.4,48.0,5,Low,No,Low,Researcher,Bachelor
