Age,Gender,Employment_Status,Work_Hours_Per_Week,Screen_Time_Hours,Sleep_Hours,Sleep_Quality,Physical_Activity_Hours,Meditation_Minutes,Coffee_Cups_Per_Day,Stress_Level,Chronic_Stress,Burnout_Risk
65.0,Male,Self-Employed,50,13.3,7.2,Good,3.8,33.0,6,High,Yes,High
45.0,Other,Self-Employed,34,6.1,8.7,Good,,18.0,3,Low,No,Low
61.0,Female,Employed,66,7.5,5.2,Average,6.6,7.0,2,Moderate,No,High
31.0,Other,Unemployed,50,11.2,7.4,Good,5.6,21.0,4,Moderate,No,Low
33.0,Other,Student,33,5.8,4.3,Poor,3.0,10.0,5,Moderate,No,Moderate
30.0,Female,Unemployed,30,5.5,7.8,Good,2.9,14.0,2,Low,No,Low
59.0,Female,Employed,55,13.8,9.1,Excellent,0.2,57.0,2,Moderate,No,High
24.0,Female,Employed,30,12.7,6.2,Average,5.9,3.0,1,Low,No,Low
43.0,Male,Self-Employed,51,9.0,7.3,Good,6.4,2.0,8,Moderate,No,High
59.0,Other,Student,49,13.7,6.0,Average,6.6,1.0,7,High,Yes,High
24.0,Male,Student,33,3.0,7.8,Good,8.9,0.0,8,Moderate,No,Moderate
50.0,Other,Student,54,8.7,,Good,5.7,25.0,2,Moderate,No,Moderate
52.0,Other,Employed,62,12.0,9.1,Excellent,1.8,14.0,8,High,Yes,High
18.0,Other,Student,23,12.1,6.6,Average,4.5,25.0,5,Moderate,No,Low
44.0,Female,Self-Employed,34,13.2,7.8,Good,8.1,21.0,7,Moderate,No,Moderate
36.0,Other,Self-Employed,70,12.6,5.1,Average,6.3,22.0,6,High,Yes,High
39.0,Male,Student,48,3.9,8.8,Good,9.8,,6,Low,No,Low
62.0,Male,Employed,33,3.3,9.5,Excellent,1.9,20.0,0,Low,No,Low
43.0,Male,Self-Employed,41,3.1,10.0,Excellent,0.1,8.0,8,Low,No,Low
23.0,Male,Unemployed,53,5.7,6.1,Average,6.2,37.0,7,Moderate,No,Moderate
38.0,Female,Student,29,8.1,8.2,Good,7.8,60.0,3,Low,No,Low
35.0,Male,Self-Employed,30,6.7,6.5,Average,6.3,25.0,6,Low,No,Moderate
55.0,Male,Student,36,3.8,5.5,Average,4.5,47.0,7,Low,No,Low
56.0,Male,Employed,51,2.5,4.7,Poor,5.9,4.0,0,Moderate,No,Low
18.0,Female,Student,52,7.6,8.6,Good,3.9,49.0,5,Moderate,No,Moderate
25.0,Male,Student,31,13.2,5.7,Average,1.4,33.0,4,Low,No,Moderate
,Other,Self-Employed,64,8.7,7.3,Good,1.2,41.0,2,Moderate,No,Moderate
63.0,Male,Unemployed,35,13.0,8.7,Good,4.6,54.0,8,Moderate,No,Moderate
48.0,Female,Employed,52,13.1,8.1,Good,8.1,5.0,3,Moderate,No,Moderate
24.0,Male,Self-Employed,61,5.2,5.8,Average,4.6,56.0,6,Moderate,No,Low
62.0,Other,Unemployed,68,13.1,7.1,Good,8.4,33.0,1,High,Yes,High
49.0,Male,Student,46,9.2,9.4,Excellent,6.6,29.0,0,Low,No,Low
57.0,Other,Employed,25,9.7,,Excellent,0.3,59.0,2,Low,No,Low
36.0,Male,Self-Employed,41,6.6,9.7,Excellent,6.9,26.0,5,Moderate,No,Low
30.0,Female,Employed,48,13.2,9.7,Excellent,0.4,58.0,6,Moderate,No,High
34.0,Male,Student,52,5.8,7.8,Good,0.6,21.0,5,Moderate,No,Moderate
20.0,Male,Student,27,5.9,8.9,Good,9.5,20.0,0,Low,No,Low
61.0,Female,Self-Employed,61,13.2,4.5,Poor,9.1,,5,High,Yes,Moderate
46.0,Male,Student,66,7.9,7.1,Good,7.9,57.0,4,Low,No,Low
47.0,Other,Self-Employed,70,13.0,6.8,Average,7.5,43.0,5,High,Yes,High
58.0,Other,Employed,28,4.0,9.9,Excellent,7.1,58.0,2,Low,No,Low
27.0,Other,Unemployed,59,13.8,5.7,Average,8.8,47.0,8,High,Yes,High
36.0,Other,Student,41,3.5,,Good,4.2,5.0,4,Low,No,Low
37.0,Female,Self-Employed,53,2.4,5.5,Average,3.6,,1,Low,No,Low
63.0,Other,Employed,20,12.5,8.1,Good,5.3,49.0,6,Low,No,Low
37.0,Male,Student,33,13.9,5.6,Average,9.8,,7,Low,No,Low
32.0,Female,Student,47,2.9,6.7,Average,6.6,38.0,0,Low,No,Low
19.0,Other,Unemployed,69,4.0,5.7,Average,9.2,33.0,8,Moderate,No,Moderate
30.0,Other,Self-Employed,49,6.5,5.5,Average,3.2,52.0,5,Low,No,Moderate
23.0,Male,Self-Employed,44,9.9,9.5,Excellent,5.6,14.0,6,Low,No,Low
31.0,Other,Employed,24,4.3,4.5,Poor,7.5,52.0,7,Low,No,Low
58.0,Female,Student,57,3.3,8.5,Good,3.1,38.0,3,Moderate,No,Low
56.0,Female,Unemployed,51,12.3,9.2,Excellent,6.3,25.0,2,Moderate,No,High
32.0,Male,Self-Employed,56,11.3,7.1,Good,1.1,43.0,1,Moderate,No,High
36.0,Male,Student,28,6.8,5.4,Average,,54.0,4,Low,No,Low
27.0,Male,Unemployed,21,4.0,8.2,Good,6.6,45.0,1,Low,No,Low
63.0,Male,Employed,37,11.2,5.3,Average,5.1,35.0,1,Moderate,No,Moderate
21.0,Other,Student,61,4.5,7.4,Good,8.0,11.0,5,Moderate,No,Moderate
63.0,Male,Employed,43,7.6,4.5,Poor,9.0,54.0,2,Low,No,Low
50.0,Female,Self-Employed,58,12.8,9.3,Excellent,3.6,19.0,3,High,Yes,High
53.0,Male,Student,54,9.6,9.5,Excellent,0.2,30.0,0,Low,No,Low
29.0,Male,Self-Employed,23,2.3,6.4,Average,1.2,7.0,0,Low,No,Low
41.0,Other,Student,28,11.2,4.5,Poor,2.5,42.0,1,Low,No,Low
20.0,Female,Self-Employed,61,6.8,5.5,Average,5.1,53.0,1,Moderate,No,Low
33.0,Male,Self-Employed,35,4.9,7.5,Good,7.5,40.0,7,Low,No,Low
42.0,Female,Unemployed,31,3.4,4.4,Poor,6.6,7.0,6,Moderate,No,Moderate
33.0,Male,Unemployed,54,12.9,8.0,Good,5.0,,1,Moderate,No,High
41.0,Male,Employed,40,10.8,8.2,Good,5.7,6.0,1,Moderate,No,Low
40.0,Male,Self-Employed,24,5.2,9.9,Excellent,1.6,39.0,8,Low,No,Low
48.0,Other,Unemployed,55,10.7,4.8,Poor,4.8,37.0,7,Moderate,No,High
42.0,Female,Unemployed,24,2.8,9.9,Excellent,5.3,22.0,4,Low,No,Low
40.0,Male,Self-Employed,22,8.3,5.0,Average,5.4,6.0,2,Low,No,Low
59.0,Male,Employed,25,10.2,5.1,Average,2.9,36.0,7,Low,No,Low
21.0,Other,Employed,42,2.9,4.6,Poor,0.7,54.0,3,Low,No,Low
31.0,Other,Student,54,10.3,9.5,Excellent,9.5,49.0,8,Low,No,Low
29.0,Other,Self-Employed,37,8.9,6.9,Average,9.6,,8,Low,No,Low
26.0,Male,Employed,39,2.5,7.9,Good,8.3,26.0,1,Low,No,Low
45.0,Other,Student,65,6.1,5.8,Average,1.1,12.0,0,High,Yes,High
22.0,Other,Employed,49,4.0,4.9,Poor,6.7,34.0,7,Low,No,Low
25.0,Other,Unemployed,53,7.1,8.5,Good,6.3,19.0,2,Moderate,No,Moderate
35.0,Other,Unemployed,30,2.3,9.9,Excellent,1.1,26.0,8,Low,No,Low
51.0,Female,Student,63,6.5,5.5,Average,3.1,37.0,2,Moderate,No,High
20.0,Male,Student,37,3.5,7.6,Good,4.3,33.0,6,Low,No,Low
51.0,Male,Employed,28,8.5,7.8,Good,1.7,48.0,8,Low,No,Low
58.0,Female,Employed,50,12.2,6.6,Average,0.6,18.0,5,Moderate,No,Moderate
19.0,Male,Employed,25,8.4,8.6,Good,6.5,48.0,4,Low,No,Low
51.0,Other,Employed,37,11.7,4.2,Poor,6.5,7.0,8,Moderate,No,Moderate
25.0,Male,Student,30,13.1,4.6,Poor,1.6,8.0,1,Moderate,No,Moderate
57.0,Other,Student,32,2.4,8.9,Good,0.4,53.0,2,Low,No,Low
62.0,Other,Employed,40,6.2,,Average,5.6,53.0,5,Low,No,Low
64.0,Other,Student,54,12.6,8.6,Good,2.3,44.0,0,Low,No,Moderate
45.0,Female,Self-Employed,49,13.7,9.6,Excellent,7.1,53.0,8,Moderate,No,Moderate
58.0,Male,Unemployed,34,4.6,5.3,Average,,33.0,7,Low,No,Low
56.0,Female,Student,56,10.1,5.7,Average,4.5,31.0,3,Moderate,No,Moderate
,Male,Unemployed,37,12.6,7.6,Good,6.2,4.0,4,Moderate,No,High
30.0,Female,Employed,64,5.1,4.1,Poor,1.5,45.0,3,Moderate,No,High
24.0,Male,Student,55,6.6,5.8,Average,2.5,37.0,6,High,Yes,High
47.0,Female,Self-Employed,59,4.4,5.5,Average,8.7,33.0,4,Moderate,No,Moderate
34.0,Other,Student,67,4.5,7.9,Good,8.5,36.0,6,Moderate,No,Low
29.0,Male,Student,53,8.8,7.8,Good,2.5,5.0,4,Moderate,No,Moderate
42.0,Female,Unemployed,66,4.1,7.6,Good,8.3,34.0,5,Moderate,No,Moderate
23.0,Male,Unemployed,69,5.2,7.7,Good,0.9,47.0,8,High,Yes,High
26.0,Other,Unemployed,51,9.9,9.3,Excellent,5.4,3.0,8,High,Yes,High
36.0,Other,Self-Employed,34,11.1,7.1,Good,8.0,28.0,4,Moderate,No,High
48.0,Other,Self-Employed,51,10.4,6.1,Average,2.8,38.0,0,Low,No,Low
49.0,Other,Self-Employed,58,2.4,5.3,Average,2.6,4.0,7,Moderate,No,Moderate
27.0,Male,Student,52,12.1,9.7,Excellent,6.7,36.0,1,Moderate,No,Low
58.0,Other,Self-Employed,30,5.1,6.2,Average,0.2,39.0,0,Low,No,Low
63.0,Other,Unemployed,24,10.4,8.8,Good,9.5,3.0,8,Low,No,Low
48.0,Male,Unemployed,30,10.7,8.8,Good,8.1,42.0,7,Low,No,Low
49.0,Other,Employed,55,4.7,5.2,Average,1.9,43.0,3,Moderate,No,High
27.0,Other,Self-Employed,48,9.4,5.7,Average,1.0,32.0,4,Moderate,No,Moderate
57.0,Male,Self-Employed,29,12.0,8.6,Good,4.1,9.0,4,Low,No,Low
21.0,Other,Student,24,4.5,6.8,Average,7.4,11.0,5,Low,No,Low
57.0,Female,Self-Employed,41,6.3,5.0,Average,1.2,51.0,4,Moderate,No,Moderate
38.0,Female,Unemployed,51,10.9,9.5,Excellent,0.2,6.0,7,High,Yes,High
47.0,Other,Employed,56,5.6,8.2,Good,3.6,37.0,2,Moderate,No,Moderate
18.0,Other,Employed,30,5.2,9.4,Excellent,9.1,51.0,4,Low,No,Low
54.0,Other,Self-Employed,63,11.6,5.1,Average,8.3,16.0,2,Moderate,No,Moderate
52.0,Other,Student,43,12.1,6.8,Average,6.7,59.0,2,Low,No,Low
41.0,Male,Unemployed,47,5.0,5.1,Average,0.4,14.0,5,Moderate,No,Moderate
58.0,Other,Self-Employed,50,2.4,7.0,Good,5.0,23.0,8,Moderate,No,High
60.0,Other,Unemployed,56,7.3,9.2,Excellent,7.7,49.0,2,Moderate,No,Low
26.0,Female,Student,62,3.5,8.7,Good,2.8,48.0,2,Low,No,Low
32.0,Male,Employed,69,12.5,9.3,Excellent,9.4,28.0,2,Moderate,No,Moderate
37.0,Other,Unemployed,27,11.3,5.1,Average,8.8,39.0,2,Low,No,Low
46.0,Female,Self-Employed,36,9.9,6.8,Average,6.9,29.0,4,Moderate,No,Low
59.0,Female,Employed,26,3.8,7.3,Good,2.9,52.0,1,Low,No,Low
48.0,Other,Unemployed,60,12.8,4.0,Poor,3.4,10.0,2,High,No,Moderate
45.0,Male,Self-Employed,36,11.7,6.8,Average,6.2,,7,Moderate,No,High
43.0,Male,Unemployed,22,7.8,8.2,Good,7.4,10.0,7,Low,No,Low
57.0,Female,Employed,55,6.4,8.3,Good,3.1,38.0,8,Moderate,No,Moderate
39.0,Male,Unemployed,49,12.3,6.3,Average,9.0,15.0,6,Moderate,No,Moderate
22.0,Other,Self-Employed,33,8.8,4.3,Poor,0.5,2.0,1,Moderate,No,Moderate
36.0,Male,Unemployed,34,12.1,7.9,Good,3.3,23.0,7,Moderate,No,High
38.0,Male,Unemployed,25,12.0,9.0,Excellent,0.0,32.0,1,Low,No,Moderate
55.0,Other,Unemployed,48,5.2,4.8,Poor,2.4,57.0,7,Moderate,No,Moderate
57.0,Male,Employed,62,4.5,4.6,Poor,1.4,19.0,3,Moderate,No,High
47.0,Male,Self-Employed,26,5.4,8.0,Good,7.6,51.0,6,Low,No,Low
18.0,Other,Student,25,8.5,7.0,Good,2.5,0.0,3,Moderate,No,Low
52.0,Female,Employed,67,2.7,6.8,Average,4.4,54.0,2,Low,No,Low
20.0,Other,Self-Employed,30,8.2,8.2,Good,2.1,31.0,2,Low,No,Low
22.0,Male,Student,63,3.0,7.2,Good,6.2,59.0,4,Moderate,No,Moderate
33.0,Other,Unemployed,23,7.9,7.6,Good,7.8,33.0,2,Low,No,Low
22.0,Other,Employed,39,2.3,9.4,Excellent,8.9,59.0,8,Low,No,Low
35.0,Male,Self-Employed,40,,,Poor,3.4,17.0,6,Moderate,No,Moderate
56.0,Female,Student,27,2.9,8.6,Good,0.3,53.0,7,Low,No,Low
65.0,Female,Employed,22,2.7,7.6,Good,2.9,41.0,1,Low,No,Low
48.0,Other,Student,64,4.7,10.0,Excellent,4.8,23.0,1,Low,No,Low
37.0,Female,Employed,62,8.5,8.8,Good,1.2,59.0,5,Moderate,No,Moderate
26.0,Female,Employed,58,4.6,4.2,Poor,5.3,17.0,6,Moderate,No,High
52.0,Male,Employed,37,3.0,7.5,Good,2.2,33.0,3,Low,No,Low
55.0,Male,Employed,68,12.1,7.7,Good,2.5,33.0,5,High,Yes,High
52.0,Other,Self-Employed,29,11.6,7.2,Good,9.8,39.0,6,Low,No,Low
42.0,Other,Employed,49,11.3,6.4,Average,7.3,24.0,0,Moderate,No,Moderate
39.0,Female,Unemployed,20,5.5,8.6,Good,6.7,23.0,8,Low,No,Low
46.0,Male,Student,46,6.0,8.4,Good,2.9,51.0,5,Moderate,No,Low
35.0,Other,Self-Employed,24,3.9,6.4,Average,3.6,43.0,1,Low,No,Low
20.0,Female,Employed,29,9.8,8.4,Good,6.7,50.0,1,Low,No,Low
21.0,Male,Employed,55,12.7,6.6,Average,2.8,15.0,2,Moderate,No,Moderate
26.0,Male,Self-Employed,39,2.3,7.5,Good,6.2,2.0,5,Moderate,No,Low
48.0,Male,Employed,27,5.1,8.5,Good,6.5,33.0,5,Low,No,Low
54.0,Female,Employed,58,9.0,5.6,Average,6.0,59.0,7,Moderate,No,Moderate
28.0,Female,Unemployed,38,3.5,8.8,Good,7.1,43.0,2,Low,No,Low
43.0,Other,Employed,63,9.1,9.9,Excellent,3.5,30.0,8,Moderate,No,Moderate
64.0,Other,Employed,60,13.9,8.9,Good,1.7,17.0,3,High,Yes,High
22.0,Other,Student,32,4.9,5.1,Average,1.8,0.0,7,Moderate,No,Low
51.0,Female,Employed,61,5.2,9.3,Excellent,7.4,48.0,0,Low,No,Low
57.0,Female,Student,53,11.5,4.8,Poor,3.0,33.0,0,Moderate,No,Moderate
42.0,Female,Unemployed,24,7.0,9.1,Excellent,1.7,3.0,6,Low,No,Low
43.0,Male,Self-Employed,23,3.0,6.8,Average,9.0,54.0,0,Low,No,Low
32.0,Female,Unemployed,55,5.3,4.3,Poor,8.5,46.0,2,Low,No,Low
59.0,Other,Employed,70,11.9,5.3,Average,2.6,36.0,0,Moderate,No,Moderate
46.0,Female,Self-Employed,47,2.8,9.6,Excellent,9.9,35.0,5,Low,No,Low
40.0,Other,Self-Employed,30,11.5,9.6,Excellent,7.7,7.0,7,Moderate,No,Moderate
50.0,Female,Student,38,7.3,9.7,Excellent,9.9,30.0,5,Low,No,Low
64.0,Male,Self-Employed,42,11.2,7.2,Good,9.6,10.0,0,Low,No,Low
39.0,Male,Self-Employed,35,9.2,7.2,Good,0.8,22.0,8,Moderate,No,Moderate
63.0,Female,Self-Employed,33,5.9,7.9,Good,3.0,2.0,8,Low,No,Low
29.0,Female,Student,27,11.0,8.6,Good,8.6,3.0,0,Low,No,Low
25.0,Other,Unemployed,28,10.8,7.5,Good,0.0,59.0,5,Low,No,Low
32.0,Female,Student,27,10.7,5.1,Average,4.6,51.0,5,Low,No,Low
64.0,Male,Self-Employed,68,9.8,9.1,Excellent,1.9,37.0,1,Moderate,No,Moderate
36.0,Female,Unemployed,45,13.8,8.9,Good,5.1,44.0,4,Low,No,Low
32.0,Other,Employed,52,7.0,4.2,Poor,10.0,1.0,5,Moderate,No,High
27.0,Other,Student,29,11.3,7.1,Good,0.8,53.0,8,Moderate,No,Low
35.0,Other,Unemployed,42,8.8,6.9,Average,2.1,60.0,7,Moderate,No,Moderate
57.0,Female,Unemployed,26,13.4,8.2,Good,0.2,11.0,7,Moderate,No,Moderate
50.0,Other,Employed,29,3.8,4.2,Poor,8.5,0.0,7,Low,No,Low
52.0,Other,Unemployed,21,11.7,7.3,Good,0.6,25.0,8,Moderate,No,Low
36.0,Male,Self-Employed,38,7.7,7.8,Good,1.1,59.0,4,Low,No,Low
35.0,Other,Self-Employed,23,5.5,7.7,Good,8.2,38.0,4,Low,No,Low
46.0,Female,Employed,27,11.7,7.8,Good,4.1,38.0,8,Moderate,No,Moderate
60.0,Male,Student,54,5.1,5.6,Average,,22.0,0,Moderate,No,Low
44.0,Male,Unemployed,64,3.8,8.5,Good,0.3,14.0,8,High,Yes,High
59.0,Other,Unemployed,53,8.8,9.4,Excellent,3.1,53.0,7,Low,No,Moderate
21.0,Female,Employed,48,3.5,6.6,Average,0.1,26.0,7,Moderate,No,Moderate
38.0,Male,Student,65,7.1,7.8,Good,7.4,14.0,4,Moderate,No,Moderate
49.0,Female,Employed,35,11.3,4.8,Poor,2.0,44.0,2,Moderate,No,High
58.0,Male,Student,36,5.8,9.6,Excellent,0.4,2.0,4,Low,No,Low
58.0,Female,Student,67,2.5,9.4,Excellent,4.2,22.0,4,Low,No,Low
54.0,Other,Unemployed,45,11.8,4.4,Poor,8.2,13.0,7,High,Yes,High
63.0,Male,Employed,62,8.2,4.5,Poor,3.7,10.0,8,High,Yes,High
51.0,Female,Unemployed,39,8.4,6.5,Average,4.5,54.0,7,Moderate,No,Low
18.0,Other,Unemployed,61,8.4,9.1,Excellent,2.9,56.0,3,Moderate,No,Low
56.0,Female,Unemployed,50,9.9,9.1,Excellent,6.3,26.0,6,Low,No,Low
48.0,Male,Student,64,3.6,5.5,Average,,36.0,0,Low,No,Low
21.0,Male,Self-Employed,40,6.4,4.9,Poor,9.4,50.0,1,Low,No,Low
29.0,Female,Student,57,6.8,4.1,Poor,6.2,49.0,8,High,Yes,Moderate
60.0,Other,Student,41,10.1,5.8,Average,1.1,16.0,2,Moderate,No,Moderate
39.0,Male,Student,63,9.9,9.4,Excellent,9.1,48.0,7,Moderate,No,Moderate
32.0,Female,Self-Employed,42,5.7,7.2,Good,2.4,39.0,3,Low,No,Low
21.0,Other,Unemployed,23,9.8,4.2,Poor,5.6,25.0,0,Low,No,Low
32.0,Female,Self-Employed,59,10.5,6.0,Average,4.8,20.0,3,High,Yes,High
54.0,Male,Student,47,12.2,5.0,Average,0.0,,5,High,Yes,High
22.0,Male,Employed,43,4.4,4.2,Poor,9.9,34.0,4,Low,No,Low
43.0,Female,Employed,51,9.7,9.2,Excellent,2.0,34.0,4,Moderate,No,Moderate
59.0,Other,Student,21,6.5,5.4,Average,4.1,36.0,3,Low,No,Low
51.0,Female,Student,45,13.4,7.9,Good,,49.0,5,Moderate,No,Low
19.0,Other,Student,69,8.5,9.6,Excellent,6.8,17.0,2,Moderate,No,Low
54.0,Female,Student,61,9.2,9.6,Excellent,1.1,35.0,6,High,Yes,High
64.0,Male,Student,27,12.0,6.5,Average,0.9,31.0,6,Low,No,Moderate
47.0,Female,Unemployed,61,8.0,4.6,Poor,1.9,8.0,8,High,Yes,High
49.0,Male,Unemployed,62,13.6,9.6,Excellent,4.0,39.0,5,High,Yes,High
32.0,Other,Employed,29,2.9,5.5,Average,9.6,15.0,8,Low,No,Low
50.0,Other,Employed,60,4.0,4.3,Poor,1.5,39.0,0,Moderate,No,High
36.0,Female,Unemployed,45,4.9,8.2,Good,6.3,1.0,5,Low,No,Low
49.0,Female,Unemployed,24,6.1,4.2,Poor,3.0,0.0,2,Low,No,Low
20.0,Male,Unemployed,64,8.6,5.5,Average,4.8,53.0,7,High,Yes,High
18.0,Other,Employed,65,10.5,9.3,Excellent,3.9,4.0,5,High,Yes,High
54.0,Male,Student,31,12.4,5.9,Average,0.1,,8,Moderate,No,Moderate
38.0,Other,Self-Employed,46,10.2,9.1,Excellent,10.0,3.0,1,Moderate,No,Moderate
51.0,Female,Student,47,13.9,9.6,Excellent,4.6,38.0,7,High,No,High
51.0,Female,Employed,62,13.7,4.4,Poor,5.1,33.0,7,High,Yes,High
65.0,Female,Self-Employed,21,10.8,8.5,Good,9.2,33.0,0,Low,No,Low
34.0,Other,Self-Employed,56,10.4,7.7,Good,9.1,45.0,4,Moderate,No,Moderate
22.0,Female,Self-Employed,51,2.9,7.2,Good,2.4,51.0,4,Low,No,Low
26.0,Male,Self-Employed,39,3.6,8.8,Good,0.7,5.0,4,Low,No,Low
35.0,Female,Self-Employed,43,13.1,6.1,Average,7.8,43.0,2,Moderate,No,Moderate
36.0,Other,Unemployed,65,7.7,6.6,Average,2.8,36.0,5,Moderate,No,Low
25.0,Other,Employed,60,5.0,7.2,Good,2.0,36.0,8,Moderate,No,Moderate
60.0,Other,Employed,47,12.7,5.2,Average,4.0,30.0,8,High,Yes,High
21.0,Female,Student,67,10.1,8.8,Good,7.4,59.0,7,High,Yes,High
34.0,Male,Self-Employed,33,10.3,4.3,Poor,4.9,39.0,5,Low,No,Low
30.0,Other,Self-Employed,36,11.9,8.5,Good,5.3,8.0,4,Moderate,No,High
21.0,Female,Student,36,2.0,7.5,Good,1.8,5.0,2,Low,No,Low
56.0,Other,Self-Employed,45,10.5,7.6,Good,7.7,31.0,2,Low,No,Low
50.0,Other,Self-Employed,68,10.6,9.8,Excellent,5.5,50.0,5,Moderate,No,Moderate
20.0,Female,Self-Employed,38,7.6,5.8,Average,8.0,50.0,1,Low,No,Low
23.0,Female,Unemployed,25,4.6,4.4,Poor,1.0,9.0,6,Moderate,No,Low
55.0,Other,Employed,25,6.3,,Average,3.0,52.0,7,Low,No,Low
55.0,Male,Student,49,2.1,9.6,Excellent,5.3,5.0,6,Low,No,Low
32.0,Other,Unemployed,26,3.3,6.3,Average,5.6,18.0,5,Low,No,Low
39.0,Male,Self-Employed,24,2.8,5.8,Average,,22.0,5,Low,No,Low
27.0,Female,Unemployed,49,11.3,4.8,Poor,9.6,14.0,2,Moderate,No,Moderate
25.0,Female,Employed,62,7.6,9.1,Excellent,5.7,13.0,4,Moderate,No,Moderate
49.0,Female,Self-Employed,70,4.1,4.2,Poor,4.3,10.0,0,Moderate,No,Moderate
27.0,Male,Self-Employed,28,9.6,8.5,Good,4.2,36.0,7,Low,No,Low
46.0,Other,Self-Employed,41,4.1,7.9,Good,,15.0,8,Low,No,Low
37.0,Male,Unemployed,67,10.8,9.1,Excellent,0.8,48.0,6,High,Yes,High
24.0,Male,Self-Employed,54,7.4,4.6,Poor,9.2,45.0,6,Moderate,No,High
21.0,Male,Student,22,7.5,5.6,Average,4.4,0.0,4,Low,No,Low
54.0,Male,Student,69,3.2,6.9,Average,3.6,31.0,1,Moderate,No,Moderate
47.0,Other,Student,25,7.6,4.4,Poor,2.8,54.0,5,Low,No,Low
26.0,Female,Unemployed,53,13.7,4.6,Poor,5.5,9.0,6,High,Yes,High
61.0,Other,Student,34,9.3,6.1,Average,4.9,37.0,8,Moderate,No,Moderate
46.0,Male,Self-Employed,36,3.6,6.8,Average,8.9,55.0,2,Low,No,Low
42.0,Male,Employed,32,13.7,4.7,Poor,8.2,54.0,4,Low,No,Moderate
44.0,Female,Student,26,10.5,5.1,Average,0.2,21.0,2,Moderate,No,Moderate
28.0,Female,Unemployed,54,2.6,8.7,Good,2.7,52.0,3,Low,No,Low
52.0,Other,Student,63,7.5,7.5,Good,2.5,23.0,0,Low,No,Low
59.0,Other,Self-Employed,31,13.1,5.0,Average,7.9,12.0,6,Moderate,No,High
22.0,Male,Student,51,7.9,6.8,Average,2.2,39.0,1,Moderate,No,Moderate
62.0,Other,Unemployed,55,3.4,9.1,Excellent,0.9,54.0,4,Low,No,Low
64.0,Female,Self-Employed,29,13.5,7.4,Good,3.7,54.0,4,Low,No,Low
29.0,Male,Student,33,11.3,7.8,Good,5.6,59.0,1,Low,No,Low
21.0,Male,Self-Employed,61,9.8,7.7,Good,9.6,20.0,7,Moderate,No,Moderate
40.0,Other,Self-Employed,38,3.2,9.3,Excellent,0.4,54.0,0,Low,No,Low
31.0,Other,Employed,53,3.3,8.1,Good,6.2,27.0,7,Low,No,Low
45.0,Female,Employed,63,10.3,5.5,Average,9.9,13.0,6,High,Yes,High
35.0,Other,Unemployed,45,7.3,7.5,Good,1.5,3.0,3,Low,No,Low
45.0,Other,Self-Employed,65,13.8,4.1,Poor,9.0,27.0,3,Moderate,No,Moderate
19.0,Male,Self-Employed,42,4.9,7.3,Good,1.5,,6,Low,No,Low
21.0,Female,Unemployed,21,6.6,7.4,Good,7.0,14.0,2,Low,No,Low
18.0,Male,Unemployed,49,11.0,6.1,Average,4.0,17.0,1,Moderate,No,High
23.0,Other,Self-Employed,22,10.1,9.1,Excellent,0.5,24.0,0,Low,No,Low
39.0,Other,Unemployed,20,8.9,4.9,Poor,5.6,6.0,0,Low,No,Low
39.0,Male,Self-Employed,33,8.5,6.3,Average,5.5,10.0,3,Moderate,No,Moderate
64.0,Male,Student,30,13.6,4.8,Poor,8.8,37.0,6,Moderate,No,Moderate
22.0,Male,Employed,55,4.0,8.9,Good,0.8,11.0,8,Moderate,No,Low
23.0,Female,Self-Employed,42,6.9,6.6,Average,9.8,29.0,4,Low,No,Low
41.0,Male,Employed,61,4.2,4.9,Poor,7.5,39.0,6,High,No,High
33.0,Female,Self-Employed,60,8.8,6.0,Average,1.2,51.0,6,Moderate,No,Moderate
51.0,Other,Unemployed,23,10.6,5.8,Average,2.8,25.0,4,Moderate,No,Moderate
48.0,Other,Employed,54,4.6,5.1,Average,6.1,29.0,4,Moderate,No,Low
27.0,Other,Unemployed,63,8.1,9.8,Excellent,9.1,13.0,0,Moderate,No,Low
46.0,Other,Employed,59,7.8,7.7,Good,9.3,50.0,2,Moderate,No,Low
47.0,Other,Student,31,,7.9,Good,7.6,,8,Low,No,Low
56.0,Male,Employed,39,9.8,5.3,Average,5.9,41.0,3,Moderate,No,Moderate
32.0,Female,Self-Employed,63,6.6,5.4,Average,8.0,48.0,7,Moderate,No,Moderate
45.0,Male,Self-Employed,50,10.9,4.1,Poor,1.5,56.0,1,High,Yes,High
62.0,Female,Self-Employed,31,9.6,4.6,Poor,7.4,15.0,5,Moderate,No,Moderate
49.0,Female,Student,51,3.0,7.9,Good,3.7,15.0,3,Low,No,Low
47.0,Female,Employed,66,11.5,5.1,Average,,0.0,2,Moderate,No,Moderate
31.0,Female,Self-Employed,48,3.9,9.0,Excellent,0.8,25.0,5,Low,No,Low
51.0,Other,Student,26,11.0,9.8,Excellent,5.2,9.0,7,Low,No,Moderate
61.0,Male,Student,55,6.6,9.8,Excellent,6.9,6.0,2,Moderate,No,Low
57.0,Male,Student,53,4.6,9.2,Excellent,4.8,42.0,6,Moderate,No,Moderate
38.0,Male,Unemployed,39,11.4,8.6,Good,1.3,36.0,1,Moderate,No,Low
50.0,Other,Unemployed,67,2.5,7.5,Good,2.8,9.0,5,Moderate,No,High
40.0,Female,Student,54,12.4,9.1,Excellent,0.7,26.0,5,High,Yes,High
