Age,Gender,Employment_Status,Work_Hours_Per_Week,Screen_Time_Hours,Sleep_Hours,Sleep_Quality,Physical_Activity_Hours,Meditation_Minutes,Coffee_Cups_Per_Day,Stress_Level,Burnout_Risk,Occupation,Education_Level,Chronic_OHE_No,Chronic_OHE_Yes
64.0,0,0,44,6.8,7.5,2,7.1,58.0,7,0,0,18,4,1,0
40.0,1,2,43,8.8,7.8,2,4.4,28.0,3,0,0,6,2,1,0
65.0,1,2,48,10.3,9.9,3,0.7,14.0,8,1,0,18,0,1,0
55.0,2,3,42,12.3,6.7,1,1.7,35.0,4,1,1,1,2,1,0
54.0,0,0,63,6.8,5.6,1,6.8,2.0,8,1,1,12,2,1,0
39.0,0,0,27,4.5,4.1,0,6.1,12.0,4,1,1,0,1,1,0
22.0,2,1,32,4.0,6.5,1,3.4,36.0,2,0,0,14,4,1,0
43.0,0,2,50,4.8,8.0,2,5.9,48.0,7,1,0,13,3,1,0
53.0,2,2,33,5.1,4.0,0,0.1,24.0,2,1,0,0,0,1,0
34.0,1,2,27,12.3,5.6,1,1.8,42.0,0,0,0,16,0,1,0
53.0,2,0,34,4.0,7.8,2,4.3,1.0,2,0,0,7,3,1,0
20.0,1,0,20,2.8,9.5,3,3.3,48.0,6,0,0,3,0,1,0
38.0,1,1,46,13.5,9.6,3,3.5,53.0,3,0,0,7,3,1,0
19.0,0,3,36,8.4,7.7,2,3.5,55.0,4,0,0,8,1,1,0
65.0,1,3,56,9.2,4.5,0,8.7,56.0,7,1,1,2,1,1,0
23.0,2,0,35,6.6,8.9,2,7.4,28.0,5,0,0,7,1,1,0
22.0,1,3,29,11.2,6.6,1,5.2,53.0,4,0,0,16,1,1,0
19.0,1,1,60,10.7,7.7,2,5.7,27.0,1,1,1,4,3,1,0
33.0,0,0,65,12.5,8.6,2,7.1,53.0,7,1,0,3,1,1,0
27.0,2,1,57,12.2,8.7,2,6.5,9.0,1,1,1,11,2,1,0
54.0,2,1,24,4.8,8.9,2,3.9,38.0,4,0,0,0,3,1,0
64.0,2,0,20,12.6,8.5,2,0.1,9.0,2,0,0,4,4,1,0
26.0,0,3,20,12.1,8.3,2,5.3,54.0,7,0,0,11,4,1,0
41.4,1,0,29,11.4,6.0,1,6.0,58.0,0,0,0,3,1,1,0
44.0,0,2,29,9.8,8.5,2,9.4,41.0,1,0,0,6,1,1,0
48.0,1,3,61,7.9,7.5,2,5.2,50.0,0,1,1,6,0,1,0
24.0,1,1,65,8.9,8.4,2,8.2,57.0,4,1,2,2,1,1,0
33.0,0,3,28,13.5,4.1,0,1.4,41.0,1,1,0,17,3,1,0
49.0,1,3,54,8.9,5.6,1,7.5,48.0,0,0,0,17,2,1,0
36.0,1,1,27,9.3,7.2,2,9.0,51.0,1,0,0,14,0,1,0
38.0,0,2,45,7.6,6.1,1,6.8,44.0,8,0,0,6,1,1,0
62.0,0,3,70,11.0,7.8,2,2.9,6.0,8,2,2,4,2,0,1
59.0,2,0,23,4.8,7.5,2,2.6,30.0,3,0,0,15,0,1,0
41.0,1,1,48,5.8,6.0,1,4.2,54.0,4,0,1,16,3,1,0
32.0,2,3,57,8.1,4.2,0,3.4,14.0,5,2,2,10,1,0,1
63.0,1,1,35,12.4,7.0,2,8.7,23.0,5,1,0,16,4,1,0
41.0,2,2,37,9.2,9.3,3,1.0,42.0,0,0,0,4,2,1,0
33.0,0,0,48,4.3,7.2,2,8.3,16.0,8,1,1,2,4,1,0
36.0,0,2,66,5.3,7.7,2,2.8,19.0,1,1,1,14,3,1,0
58.0,2,2,56,8.9,9.4,3,7.7,50.0,6,1,1,18,2,1,0
53.0,2,3,31,2.4,8.8,2,0.6,53.0,2,0,0,19,4,1,0
40.0,0,3,32,12.4,7.6,2,3.7,39.0,4,0,0,10,2,1,0
59.0,0,1,41,10.5,8.1,2,3.6,56.0,8,0,0,12,0,1,0
45.0,0,2,59,5.1,7.8,2,8.2,20.0,3,0,0,13,4,1,0
32.0,2,1,20,4.2,7.1,2,1.4,19.0,4,0,0,2,4,1,0
35.0,1,2,28,5.7,6.2,1,1.9,23.0,5,0,0,10,2,1,0
36.0,0,2,67,13.1,9.6,3,2.1,39.0,8,2,2,5,0,0,1
60.0,1,3,29,8.6,4.5,0,2.0,55.0,1,0,0,12,2,1,0
34.0,0,0,70,6.0,7.9,2,7.1,47.0,0,1,1,10,1,1,0
46.0,2,0,70,13.6,8.9,2,9.5,22.0,3,2,2,7,0,0,1
55.0,2,2,57,3.1,9.2,3,4.8,14.0,7,1,1,10,3,1,0
62.0,0,0,59,3.6,5.8,1,7.4,22.0,1,1,1,14,4,1,0
54.0,1,3,40,9.2,4.5,0,6.0,6.0,2,1,1,7,2,1,0
59.0,1,3,69,8.6,6.7,1,7.5,19.0,1,2,2,5,3,0,1
57.0,0,3,40,8.8,6.5,1,1.4,29.0,8,1,1,1,3,1,0
27.0,1,2,62,5.3,4.6,0,7.6,50.0,0,1,1,4,3,1,0
33.0,1,3,69,8.0,5.5,1,9.4,25.0,5,2,2,1,4,0,1
33.0,0,3,27,8.0,5.5,1,5.9,37.0,6,1,1,3,4,1,0
46.0,2,1,37,9.7,6.1,1,1.3,3.0,0,1,2,17,0,1,0
41.0,0,2,55,9.3,5.1,1,9.9,2.0,6,1,2,14,3,1,0
39.0,2,2,43,12.4,6.2,1,4.1,35.0,1,1,2,8,2,1,0
55.0,1,2,63,13.8,9.8,3,1.1,22.0,4,2,2,18,3,0,1
27.0,0,2,56,11.6,4.2,0,4.6,41.0,5,1,0,7,4,1,0
43.0,1,0,52,5.8,4.9,0,2.3,48.0,3,1,0,0,1,1,0
29.0,1,3,43,10.0,5.9,1,4.5,1.0,0,1,2,12,0,1,0
47.0,0,2,55,3.1,4.6,0,9.5,35.0,6,1,1,14,1,1,0
34.0,2,1,67,12.1,9.3,3,6.3,18.0,4,2,2,5,2,0,1
45.0,2,1,70,2.5,5.8,1,6.0,3.0,3,1,1,1,3,1,0
42.0,1,1,23,12.1,5.7,1,7.2,51.0,8,0,0,18,0,1,0
40.0,1,2,24,9.5,8.2,2,6.4,29.0,7,0,0,5,2,1,0
47.0,0,0,29,3.0,5.0,1,6.6,7.0,4,0,1,17,4,1,0
22.0,2,2,24,13.0,6.4,1,4.5,9.0,8,1,1,16,0,1,0
41.0,2,1,33,6.8,9.7,3,0.0,54.0,7,0,1,5,4,1,0
30.0,0,1,68,6.3,8.3,2,8.9,30.0,7,1,2,4,4,1,0
57.0,0,0,26,11.5,7.6,2,0.2,38.0,8,0,0,8,2,1,0
45.0,0,3,28,12.2,6.7,1,4.6,56.0,2,0,0,18,2,1,0
49.0,0,3,57,10.1,9.6,3,8.8,8.0,0,1,1,7,0,1,0
23.0,1,1,37,4.3,5.1,1,1.5,0.0,6,1,1,15,4,1,0
65.0,2,2,57,10.1,4.3,0,3.5,44.0,2,1,1,17,2,1,0
61.0,0,0,53,13.6,9.1,3,2.0,23.0,0,1,1,10,4,1,0
59.0,2,1,51,10.7,5.6,1,5.9,45.0,2,1,0,17,2,1,0
27.0,0,0,49,5.8,5.9,1,4.8,9.0,3,1,1,4,0,1,0
60.0,2,2,62,13.6,7.1,2,2.7,44.0,5,2,2,7,4,0,1
27.0,2,0,69,5.4,5.8,1,1.6,23.0,6,2,2,3,4,0,1
44.0,2,2,47,8.1,7.9,2,7.2,28.0,8,1,1,14,0,1,0
32.0,2,3,37,2.5,6.2,1,7.5,51.0,8,0,0,18,0,1,0
62.0,2,3,50,7.0,8.7,2,1.2,15.0,4,1,1,19,0,1,0
41.0,2,1,60,9.6,7.6,2,3.7,34.0,3,1,1,14,2,1,0
31.0,2,3,52,9.9,8.7,2,4.4,40.0,0,0,0,7,1,1,0
45.0,1,0,68,10.8,9.3,3,4.9,2.0,4,1,2,7,4,1,0
27.0,2,3,68,11.7,8.4,2,9.1,51.0,1,1,1,3,1,1,0
56.0,0,0,40,10.3,6.9,1,0.8,36.0,3,1,0,15,2,1,0
23.0,2,0,67,6.8,5.0,1,0.4,45.0,4,2,2,19,1,0,1
41.0,0,0,65,8.1,5.2,1,0.6,43.0,6,2,2,3,1,0,1
30.0,2,3,67,13.1,7.8,2,8.4,49.0,8,1,1,11,3,1,0
51.0,1,3,53,6.1,5.8,1,3.9,37.0,2,1,0,12,4,1,0
55.0,0,0,30,9.2,7.2,2,5.3,33.0,8,1,0,4,3,1,0
36.0,1,2,34,3.2,5.2,1,8.9,10.0,5,0,0,14,2,1,0
60.0,0,3,44,9.4,5.8,1,9.7,2.0,8,2,2,16,4,0,1
60.0,2,1,26,2.5,4.7,0,7.8,30.0,4,0,0,4,2,1,0
19.0,1,0,55,10.4,6.0,1,4.5,20.0,4,2,2,18,1,0,1
46.0,2,1,65,11.9,9.4,3,8.5,47.0,4,1,0,14,0,1,0
37.0,0,3,69,8.2,4.9,0,3.0,42.0,2,1,1,13,0,1,0
54.0,1,0,45,12.4,7.1,2,4.9,56.0,0,1,0,2,2,1,0
63.0,2,1,27,10.3,8.6,2,7.1,10.0,7,1,1,2,1,1,0
38.0,0,1,37,12.8,9.8,3,5.7,7.0,7,1,1,5,1,1,0
60.0,1,1,54,4.0,6.1,1,9.2,9.0,4,0,0,16,2,1,0
39.0,0,2,20,4.6,6.5,1,4.1,36.0,0,0,0,2,4,1,0
55.0,0,2,41,5.9,5.7,1,9.2,44.0,4,0,0,10,4,1,0
65.0,1,0,59,13.7,7.8,2,5.1,30.0,5,2,1,1,2,0,1
37.0,1,3,25,6.5,7.5,2,1.4,27.0,2,0,0,16,0,1,0
60.0,2,0,42,4.8,4.8,0,4.1,39.0,4,1,1,8,4,1,0
37.0,1,0,21,12.3,8.0,2,3.1,0.0,5,1,1,15,3,1,0
28.0,0,2,24,12.5,7.9,2,3.3,46.0,2,0,0,5,4,1,0
61.0,0,1,56,4.6,4.7,0,7.1,11.0,6,1,1,11,4,1,0
19.0,2,2,69,2.5,4.1,0,9.1,53.0,4,1,1,16,3,1,0
18.0,2,0,56,3.5,9.7,3,10.0,40.0,4,0,0,12,3,1,0
50.0,1,1,27,7.8,6.4,1,3.6,44.0,5,0,0,12,0,1,0
26.0,0,1,32,10.1,8.3,2,7.6,60.0,6,0,0,19,0,1,0
64.0,0,2,61,8.1,7.8,2,4.3,19.0,3,2,2,14,1,0,1
45.0,1,3,44,10.6,7.1,2,2.7,13.0,8,1,2,18,0,1,0
40.0,0,2,58,6.4,9.2,3,2.1,17.0,8,2,2,4,1,0,1
57.0,2,0,57,9.9,5.4,1,6.2,52.0,3,1,1,15,0,1,0
34.0,2,0,66,7.6,4.8,0,8.6,44.0,8,2,2,18,1,0,1
28.0,1,2,50,2.6,7.7,2,0.9,30.0,6,1,1,3,4,1,0
39.0,2,0,70,10.8,4.8,0,2.9,31.0,5,2,2,9,4,0,1
50.0,0,1,61,11.4,6.0,1,9.0,14.0,4,2,2,17,1,0,1
33.0,1,1,68,10.6,9.9,3,3.1,17.0,5,2,2,8,3,0,1
57.0,1,2,39,5.8,8.9,2,3.4,50.0,4,0,0,19,2,1,0
30.0,1,3,36,2.3,5.6,1,4.0,39.0,6,0,0,15,4,1,0
52.0,1,1,23,2.1,7.0,2,8.5,13.0,4,0,0,16,1,1,0
35.0,2,0,51,9.5,7.0,1,8.4,57.0,7,0,0,3,3,1,0
44.0,2,3,29,13.6,5.7,1,2.6,49.0,2,1,0,16,3,1,0
45.0,1,2,65,8.8,8.5,2,8.9,1.0,0,1,2,17,2,1,0
38.0,0,2,48,2.5,5.0,1,4.5,40.0,3,0,0,17,4,1,0
21.0,1,3,51,6.8,7.9,2,7.3,2.0,0,1,1,5,3,1,0
46.0,0,1,63,5.4,6.1,1,4.5,29.0,5,1,1,3,1,1,0
22.0,0,0,54,12.7,8.3,2,3.2,46.0,1,1,0,8,4,1,0
59.0,2,0,37,3.9,8.1,2,4.7,27.0,3,0,0,17,1,1,0
28.0,2,1,40,13.3,8.0,2,2.9,2.0,5,1,2,4,1,1,0
25.0,0,1,53,4.9,7.9,2,1.6,40.0,2,1,1,13,1,1,0
56.0,0,0,47,13.0,7.7,2,1.8,57.0,4,1,1,3,0,1,0
25.0,2,0,50,5.2,5.1,1,9.1,7.0,7,1,1,0,0,1,0
48.0,2,2,56,13.8,4.1,0,0.8,23.0,2,2,2,16,1,0,1
54.0,0,3,21,11.6,6.6,1,2.1,42.0,0,0,0,12,2,1,0
45.0,1,2,42,8.2,7.3,2,2.8,46.0,4,0,0,0,0,1,0
30.0,0,2,37,13.2,6.2,1,1.6,15.0,8,2,2,2,0,0,1
29.0,1,3,51,10.9,9.0,3,7.4,15.0,6,1,1,2,2,1,0
39.0,0,3,54,5.0,9.2,3,3.3,4.0,8,1,0,15,0,1,0
32.0,1,3,68,4.6,4.2,0,8.9,18.0,0,0,1,14,1,1,0
51.0,0,2,32,10.7,4.2,0,2.3,58.0,5,1,1,9,0,1,0
39.0,1,1,57,11.6,5.9,1,4.8,11.0,5,2,2,17,3,0,1
19.0,2,2,45,5.2,9.0,3,4.1,27.0,3,0,0,17,3,1,0
23.0,1,3,37,7.9,7.0,2,7.1,53.0,8,0,0,2,2,1,0
43.0,0,1,67,2.2,6.9,1,0.6,48.0,8,2,2,6,0,0,1
51.0,0,0,34,4.4,5.0,1,5.3,51.0,5,1,1,13,3,1,0
30.0,1,2,24,2.8,4.7,0,2.5,15.0,0,0,0,19,1,1,0
56.0,1,2,31,9.9,7.7,2,5.6,35.0,4,0,0,10,4,1,0
30.0,0,2,60,12.7,8.0,2,1.6,31.0,2,1,1,11,2,1,0
22.0,0,1,29,3.5,4.3,0,9.3,19.0,4,0,1,6,4,1,0
46.0,2,1,57,5.2,7.3,2,5.0,49.0,3,0,0,4,2,1,0
40.0,2,0,70,2.1,8.1,2,0.3,43.0,4,2,2,15,4,0,1
41.0,2,3,61,5.7,7.9,2,6.4,26.0,8,1,0,1,2,1,0
36.0,1,3,40,11.8,5.0,1,8.3,28.0,3,1,2,19,3,1,0
50.0,1,3,63,5.7,7.0,2,0.5,17.0,4,2,1,4,3,0,1
56.0,0,1,51,11.9,7.7,2,7.0,31.0,1,1,1,18,1,1,0
61.0,2,0,63,7.9,7.2,2,9.0,12.0,8,2,2,18,2,0,1
62.0,1,2,48,11.7,8.8,2,0.2,44.0,8,2,1,6,3,0,1
26.0,2,1,38,8.0,9.3,3,4.4,35.0,5,0,0,7,0,1,0
43.0,2,3,60,6.8,5.0,1,2.9,4.0,7,2,2,3,2,0,1
37.0,1,2,27,5.0,4.6,0,5.9,0.0,2,1,0,16,3,1,0
38.0,2,1,50,4.5,7.8,2,9.4,36.0,3,0,0,11,2,1,0
51.0,1,3,34,3.0,9.6,3,9.4,37.0,3,0,0,18,0,1,0
40.0,2,0,52,6.6,8.8,2,9.6,47.0,4,1,0,9,2,1,0
55.0,1,3,39,6.8,9.4,3,4.2,58.0,0,0,0,18,0,1,0
19.0,0,3,42,10.0,7.3,2,6.5,56.0,3,1,1,19,4,1,0
40.0,0,3,38,8.6,7.4,2,2.1,44.0,8,1,1,9,3,1,0
58.0,1,2,66,2.1,5.7,1,8.2,36.0,2,1,1,10,3,1,0
62.0,0,0,67,10.7,7.6,2,1.8,30.0,1,2,2,4,1,0,1
57.0,0,1,66,10.1,7.2,2,3.8,16.0,4,1,1,10,1,1,0
48.0,0,3,44,2.3,4.5,0,1.7,46.0,0,0,0,5,1,1,0
62.0,2,1,23,2.3,7.8,2,5.6,53.0,6,0,0,2,4,1,0
18.0,0,2,51,5.9,5.5,1,0.1,25.0,3,1,1,1,1,1,0
25.0,2,0,38,9.0,9.5,3,2.6,50.0,1,0,0,13,4,1,0
45.0,0,2,41,6.5,9.6,3,3.5,11.0,4,1,1,11,3,1,0
33.0,0,2,45,5.6,5.4,1,9.4,17.0,4,1,1,1,1,1,0
61.0,2,1,28,11.7,7.5,2,9.9,23.0,4,0,0,12,1,1,0
22.0,0,1,22,9.7,8.8,2,9.2,17.0,1,0,0,9,0,1,0
37.0,0,0,65,8.5,8.3,2,9.6,20.0,2,1,1,0,0,1,0
23.0,2,3,34,11.3,8.6,2,7.5,48.0,3,0,0,17,4,1,0
38.0,0,1,25,9.3,9.6,3,1.0,16.0,7,0,0,16,0,1,0
45.0,2,2,61,2.8,9.2,3,5.9,41.0,5,1,1,11,1,1,0
37.0,1,3,34,4.8,6.6,1,7.3,54.0,8,0,0,5,2,1,0
23.0,2,0,53,10.5,6.2,1,9.1,5.0,7,1,1,13,3,1,0
41.4,2,1,20,13.7,8.2,2,1.9,48.0,3,0,0,8,4,1,0
63.0,0,1,25,11.3,9.3,3,0.5,10.0,3,0,0,11,1,1,0
63.0,1,1,58,8.1,6.6,1,9.9,26.0,4,1,1,2,2,1,0
19.0,1,2,59,13.1,9.1,3,4.3,6.0,2,2,2,15,2,0,1
47.0,2,1,23,12.5,6.1,1,6.0,30.0,2,0,0,8,4,1,0
65.0,0,1,43,4.7,4.9,0,8.8,55.0,1,0,0,1,4,1,0
39.0,1,2,26,13.3,6.4,1,7.0,58.0,0,0,0,11,2,1,0
49.0,0,2,41,5.4,6.2,1,2.8,13.0,1,1,1,4,2,1,0
33.0,2,3,20,10.6,8.1,2,9.3,8.0,0,0,0,10,4,1,0
48.0,0,1,41,13.5,7.1,2,8.8,41.0,6,1,1,15,0,1,0
50.0,2,0,21,5.3,5.2,1,6.7,41.0,2,0,0,10,3,1,0
51.0,1,1,62,2.1,9.0,3,0.4,48.0,5,0,0,7,4,1,0
42.0,2,0,38,8.0,4.3,0,3.3,3.0,8,1,1,9,3,1,0
63.0,2,1,41,5.6,7.7,2,5.8,5.0,5,1,1,6,1,1,0
62.0,0,3,31,12.4,4.8,0,9.8,48.0,2,0,0,5,4,1,0
38.0,1,2,21,9.5,5.2,1,5.0,8.0,6,0,0,3,2,1,0
32.0,2,0,39,12.2,6.1,1,6.6,47.0,0,1,1,9,0,1,0
45.0,2,3,52,9.8,8.8,2,4.4,48.0,7,1,0,10,4,1,0
43.0,2,2,60,4.2,4.9,0,8.9,6.0,6,1,2,5,3,1,0
21.0,0,2,33,4.1,8.3,2,3.7,17.0,7,1,1,18,4,1,0
21.0,2,0,37,13.2,8.0,2,5.1,10.0,5,1,0,18,0,1,0
44.0,2,3,35,6.6,6.3,1,4.4,59.0,2,0,0,17,4,1,0
49.0,0,0,61,8.3,5.4,1,5.7,18.0,3,2,2,11,3,0,1
43.0,2,3,46,10.3,6.2,1,5.2,37.0,8,1,1,1,2,1,0
64.0,1,1,35,9.3,4.4,0,5.6,21.0,3,1,0,17,4,1,0
32.0,2,1,57,12.2,9.9,3,6.3,1.0,1,1,1,15,4,1,0
46.0,0,2,56,2.1,8.1,2,1.1,27.0,4,1,1,9,4,1,0
18.0,2,1,30,12.0,8.3,2,9.5,11.0,2,0,1,8,2,1,0
44.0,2,1,50,7.7,7.2,2,9.3,4.0,3,1,0,2,4,1,0
53.0,1,2,52,11.7,4.6,0,2.0,30.0,4,2,2,17,4,0,1
50.0,0,1,59,12.0,6.9,1,5.2,27.0,5,2,1,7,0,1,0
62.0,1,0,61,10.1,9.3,3,8.7,12.0,1,0,0,6,0,1,0
60.0,2,1,36,10.2,7.0,2,9.6,11.0,0,0,0,17,0,1,0
27.0,2,3,49,13.9,7.2,2,1.6,34.0,2,1,1,14,4,1,0
45.0,2,0,59,4.9,9.2,3,1.2,31.0,3,1,1,12,0,1,0
54.0,0,3,61,13.4,5.4,1,6.3,16.0,2,1,1,15,3,1,0
40.0,1,2,28,5.6,5.0,1,5.0,34.0,0,0,0,16,3,1,0
59.0,2,0,39,4.8,8.0,2,5.1,32.0,5,0,0,12,0,1,0
33.0,1,2,41,6.4,8.1,2,1.9,54.0,3,0,0,4,1,1,0
58.0,1,1,52,2.5,4.8,0,9.0,28.0,5,0,0,11,1,1,0
54.0,1,3,41,11.3,8.2,2,7.7,6.0,4,1,1,0,1,1,0
32.0,1,1,68,2.2,7.9,2,6.2,47.0,7,1,0,8,4,1,0
60.0,2,2,23,4.3,4.6,0,0.4,3.0,2,0,0,15,3,1,0
27.0,1,1,54,14.0,9.2,3,5.2,36.0,5,2,2,9,1,0,1
27.0,1,0,21,4.5,9.7,3,2.5,36.0,6,0,0,14,2,1,0
65.0,1,3,43,9.6,4.9,0,8.0,51.0,6,1,0,2,1,1,0
35.0,1,2,46,4.5,8.4,2,1.1,27.0,3,0,0,16,0,1,0
57.0,1,0,25,2.6,8.0,2,3.7,15.0,8,0,0,16,4,1,0
24.0,2,3,56,13.9,7.5,2,2.9,5.0,2,2,2,15,2,0,1
53.0,2,1,24,5.7,4.5,0,9.2,51.0,1,0,0,0,4,1,0
63.0,2,2,22,6.9,8.6,2,9.0,0.0,8,0,0,18,1,1,0
52.0,0,0,57,11.6,6.0,1,2.0,22.0,1,2,2,10,4,0,1
48.0,2,2,55,7.6,9.3,3,0.6,30.0,3,1,2,2,0,1,0
63.0,0,3,35,10.9,9.8,3,2.0,31.0,1,0,0,16,4,1,0
46.0,1,3,24,3.4,7.7,2,4.0,56.0,1,0,0,12,2,1,0
45.0,2,2,48,10.7,6.3,1,6.0,7.0,0,1,1,7,4,1,0
30.0,0,0,67,6.1,7.5,2,1.1,44.0,3,1,1,4,3,1,0
20.0,2,2,30,8.4,9.9,3,2.9,40.0,0,0,0,4,4,1,0
28.0,0,2,39,9.8,6.5,1,6.0,6.0,5,1,1,13,1,1,0
24.0,0,1,53,4.4,7.8,2,8.3,56.0,7,0,0,2,3,1,0
44.0,2,2,61,2.2,9.5,3,0.5,32.0,4,1,1,12,0,1,0
48.0,1,1,53,2.1,8.2,2,0.8,57.0,4,0,0,3,0,1,0
27.0,1,1,41,3.4,8.2,2,1.7,43.0,6,0,1,19,0,1,0
42.0,0,2,57,10.4,6.2,1,3.1,45.0,5,1,0,0,2,1,0
64.0,1,2,34,7.6,6.5,1,3.7,34.0,7,1,1,16,4,1,0
39.0,2,3,23,2.0,9.4,3,9.0,57.0,3,0,0,14,4,1,0
54.0,2,2,58,8.4,5.8,1,1.1,60.0,4,1,1,2,4,1,0
35.0,2,1,34,12.6,10.0,3,5.5,15.0,0,0,0,0,1,1,0
59.0,0,0,24,2.6,5.9,1,1.2,16.0,2,0,0,7,3,1,0
57.0,2,2,22,12.6,8.2,2,6.3,25.0,3,0,0,17,2,1,0
27.0,2,3,40,13.9,9.8,3,2.1,3.0,1,1,0,3,0,1,0
57.0,2,3,65,12.7,10.0,3,3.4,57.0,6,2,2,4,0,0,1
19.0,1,3,64,3.8,9.7,3,5.0,15.0,8,1,1,2,1,1,0
62.0,2,1,44,10.3,6.2,1,8.3,33.0,6,0,1,1,0,1,0
25.0,2,3,40,11.1,9.5,3,3.7,19.0,6,0,0,6,3,1,0
44.0,2,2,62,4.5,4.7,0,5.4,43.0,1,1,1,18,4,1,0
53.0,2,0,34,4.4,6.2,1,0.2,7.0,2,0,0,16,1,1,0
57.0,1,1,42,13.8,9.5,3,1.9,40.0,0,0,0,2,1,1,0
27.0,1,2,25,7.2,5.3,1,3.1,1.0,0,1,1,5,2,1,0
31.0,1,0,57,12.8,6.6,1,1.2,11.0,4,2,2,13,2,0,1
40.0,1,0,21,12.0,5.9,1,8.2,0.0,1,0,0,0,3,1,0
43.0,1,2,66,6.2,8.1,2,8.3,47.0,6,1,1,7,4,1,0
62.0,1,0,67,5.3,4.9,0,5.5,26.0,4,1,2,4,1,1,0
40.0,0,0,39,3.1,9.2,3,8.5,27.0,5,0,0,1,1,1,0
39.0,0,3,33,5.0,7.1,2,4.7,13.0,7,0,0,0,2,1,0
24.0,2,2,59,3.2,7.1,2,7.1,21.0,8,1,1,18,1,1,0
39.0,0,0,63,10.3,6.9,1,1.4,26.0,7,2,2,14,3,0,1
56.0,0,2,55,8.5,7.5,2,8.3,17.0,2,1,1,1,3,1,0
28.0,2,1,68,2.8,4.4,0,0.3,30.0,2,1,1,15,4,1,0
36.0,1,0,44,3.2,5.0,1,6.2,1.0,7,1,1,17,0,1,0
52.0,1,2,23,12.8,7.2,2,8.9,8.0,6,0,0,4,3,1,0
24.0,2,0,53,4.7,8.9,2,0.5,46.0,2,0,0,13,1,1,0
21.0,1,0,52,3.7,5.7,1,9.3,2.0,0,1,1,1,3,1,0
18.0,2,3,66,5.0,5.5,1,4.5,8.0,1,1,1,11,0,1,0
50.0,1,1,67,7.4,9.9,3,3.3,16.0,3,1,1,9,4,1,0
63.0,2,1,22,4.3,5.9,1,1.7,19.0,1,0,0,0,1,1,0
44.0,0,2,43,12.4,6.8,1,3.3,2.0,6,2,2,5,3,0,1
35.0,1,3,45,11.0,6.7,1,8.3,57.0,1,0,0,17,2,1,0
46.0,0,1,45,5.5,4.9,0,4.7,55.0,3,0,0,12,0,1,0
52.0,0,0,20,13.2,4.7,0,6.8,9.0,3,1,0,5,3,1,0
61.0,0,3,34,4.8,9.8,3,5.9,14.0,2,0,0,4,2,1,0
20.0,1,0,58,10.9,7.2,2,2.8,34.0,6,2,2,2,4,0,1
43.0,1,0,28,8.9,5.4,1,6.9,24.0,4,1,0,7,0,1,0
65.0,0,2,26,2.6,4.4,0,7.3,41.0,6,0,0,18,1,1,0
60.0,2,1,61,8.2,7.8,2,7.0,30.0,4,1,1,5,2,1,0
34.0,0,1,30,3.7,9.1,3,1.1,19.0,0,0,0,6,2,1,0
22.0,1,0,60,12.5,7.2,2,2.5,43.0,1,2,2,9,1,0,1
49.0,0,3,48,7.8,4.7,0,5.0,8.0,0,1,1,12,1,1,0
45.0,0,2,70,5.6,9.1,3,5.6,4.0,8,1,1,19,4,1,0
59.0,0,3,37,6.3,8.0,2,6.9,30.0,4,1,1,8,3,1,0
52.0,2,0,45,11.3,5.1,1,0.1,57.0,4,1,1,15,2,1,0
58.0,0,2,65,12.8,5.4,1,4.5,37.0,1,2,2,8,3,0,1
37.0,0,1,32,7.6,7.3,2,8.2,54.0,8,0,0,19,1,1,0
33.0,0,2,36,2.3,7.8,2,3.0,33.0,1,0,0,14,3,1,0
49.0,0,0,47,10.3,7.0,2,1.8,0.0,5,1,1,16,0,1,0
42.0,0,2,45,12.0,9.6,3,9.3,54.0,6,0,0,11,1,1,0
43.0,2,0,51,2.3,8.6,2,8.3,28.0,1,0,0,10,1,1,0
31.0,1,0,21,6.9,5.7,1,5.0,45.0,5,0,0,4,1,1,0
64.0,2,2,48,7.6,5.1,1,0.5,30.0,8,1,2,4,0,1,0
64.0,2,3,31,4.1,4.3,0,7.9,54.0,5,0,0,11,1,1,0
59.0,2,3,26,6.6,8.1,2,9.4,26.0,3,0,0,12,4,1,0
57.0,0,0,51,7.5,8.7,2,6.0,8.0,1,1,1,16,2,1,0
27.0,2,1,45,7.0,8.5,2,2.3,27.0,7,1,0,0,1,1,0
45.0,2,1,69,7.3,8.4,2,9.0,60.0,7,1,1,9,3,1,0
56.0,0,2,63,11.8,8.5,2,0.6,35.0,6,2,2,12,1,1,0
56.0,2,0,58,7.3,6.7,1,1.0,23.0,3,1,1,11,0,1,0
18.0,0,2,62,7.9,6.8,1,4.8,45.0,3,2,2,2,3,0,1
45.0,0,3,67,12.4,6.8,1,6.4,58.0,6,1,2,4,3,1,0
18.0,0,2,51,4.6,7.8,2,4.8,38.0,2,1,0,4,0,1,0
20.0,1,0,62,8.4,7.1,2,4.6,23.0,0,1,1,9,2,1,0
63.0,0,3,20,8.8,8.1,2,2.8,32.0,0,0,0,6,3,1,0
43.0,1,3,51,11.7,5.4,1,6.1,8.0,1,1,1,9,2,1,0
45.0,2,1,54,7.8,9.2,3,4.0,51.0,1,1,0,2,0,1,0
60.0,0,0,46,8.8,4.5,0,2.6,30.0,6,2,1,13,2,0,1
53.0,2,1,39,6.8,8.3,2,3.1,4.0,1,1,0,8,1,1,0
