Age,Gender,Employment_Status,Work_Hours_Per_Week,Screen_Time_Hours,Sleep_Hours,Sleep_Quality,Physical_Activity_Hours,Meditation_Minutes,Coffee_Cups_Per_Day,Stress_Level,Chronic_Stress,Burnout_Risk,Burnout_Score,Productivity_Score,Mental_Health_Status
38.0,Female,Employed,52,9.5,7.3,Good,6.0,17.0,3,Moderate,No,Low,33,52.0,Healthy
60.0,Female,Student,54,7.4,7.8,Good,7.5,33.0,1,Moderate,No,Moderate,50,45.0,Needs Attention
43.0,Female,Unemployed,50,2.0,8.4,Good,5.1,51.0,5,Low,No,Low,6,100.0,Healthy
22.0,Other,Self-Employed,63,5.8,9.4,Excellent,1.4,44.0,2,Moderate,No,Moderate,57,57.0,Needs Attention
28.0,Male,Student,44,8.0,6.0,Average,3.2,12.0,8,Moderate,No,Moderate,46,45.0,Needs Attention
24.0,Female,Self-Employed,52,10.7,4.5,Poor,3.0,54.0,6,High,Yes,High,67,17.0,Critical
45.0,Female,Student,60,6.6,6.9,Average,2.6,22.0,0,High,No,High,74,36.0,Critical
65.0,Female,Self-Employed,27,10.1,9.3,Excellent,9.4,0.0,1,Low,No,Low,0,100.0,Healthy
64.0,Male,Student,22,9.4,6.2,Average,4.8,36.0,4,Low,No,Low,15,87.0,Healthy
42.0,Female,Unemployed,56,4.5,7.5,Good,3.3,54.0,0,Low,No,Low,34,81.0,Healthy
40.0,Other,Employed,49,9.0,5.9,Average,9.3,51.0,2,Low,No,Low,27,62.0,Healthy
45.0,Male,Self-Employed,28,4.8,8.9,Good,0.6,8.0,0,Low,No,Low,0,93.0,Healthy
63.0,Male,Student,66,,4.8,Poor,8.3,48.0,8,High,No,High,74,16.0,Critical
54.0,Female,Self-Employed,23,9.2,4.3,Poor,8.4,53.0,0,Low,No,Low,0,96.0,Healthy
33.0,Male,Unemployed,22,11.3,6.2,Average,5.5,12.0,3,Moderate,No,Low,29,61.0,Healthy
44.0,Male,Unemployed,44,5.4,8.1,Good,5.4,59.0,1,Low,No,Low,0,100.0,Healthy
42.0,Male,Employed,33,2.1,6.7,Average,1.4,46.0,3,Low,No,Low,24,82.0,Healthy
52.0,Male,Employed,68,4.1,4.6,Poor,4.8,56.0,5,Moderate,No,Moderate,64,32.0,Needs Attention
64.0,Other,Self-Employed,34,13.3,6.6,Average,7.9,23.0,1,Moderate,No,Moderate,48,65.0,Needs Attention
64.0,Male,Employed,34,5.4,4.9,Poor,8.7,56.0,3,Low,No,Low,6,80.0,Healthy
50.0,Female,Unemployed,42,5.8,5.2,Average,0.0,44.0,6,Moderate,No,Moderate,47,40.0,Needs Attention
47.0,Male,Employed,24,2.9,4.0,Poor,7.1,42.0,1,Low,No,Low,9,96.0,Healthy
52.0,Other,Unemployed,49,8.5,7.1,Good,6.5,35.0,8,Moderate,No,High,80,43.0,Critical
32.0,Male,Unemployed,45,7.6,6.6,Average,9.3,26.0,6,Low,No,Low,30,69.0,Healthy
22.0,Female,Employed,55,12.7,6.2,Average,0.9,59.0,0,Moderate,No,Low,28,57.0,Healthy
,Other,Student,41,7.9,9.7,Excellent,0.9,51.0,1,Low,No,Low,26,84.0,Healthy
60.0,Male,Unemployed,30,10.6,7.1,Good,4.3,36.0,6,Moderate,No,Low,33,56.0,Healthy
35.0,Male,Student,68,13.9,6.3,Average,4.2,16.0,3,High,Yes,High,76,10.0,Critical
51.0,Other,Unemployed,66,11.1,4.5,Poor,0.5,7.0,1,High,Yes,High,100,0.0,Critical
39.0,Female,Unemployed,48,11.0,9.8,Excellent,9.5,55.0,1,Low,No,Low,34,80.0,Healthy
45.0,Male,Employed,49,6.0,5.8,Average,3.2,18.0,0,Moderate,No,Low,26,59.0,Healthy
55.0,Other,Student,34,9.3,8.8,Good,9.9,54.0,2,Low,No,Low,10,82.0,Healthy
26.0,Other,Unemployed,33,4.8,6.1,Average,0.9,24.0,2,Low,No,Low,32,95.0,Healthy
53.0,Other,Employed,28,7.1,8.2,Good,2.1,30.0,3,Low,No,Low,27,73.0,Healthy
57.0,Other,Self-Employed,37,3.2,9.8,Excellent,9.3,5.0,6,Low,No,Low,1,89.0,Healthy
55.0,Male,Unemployed,28,10.4,9.6,Excellent,6.6,56.0,3,Low,No,Low,17,98.0,Healthy
37.0,Male,Employed,31,4.1,4.9,Poor,7.0,40.0,0,Low,No,Low,4,100.0,Healthy
60.0,Other,Student,28,8.9,9.9,Excellent,2.3,25.0,7,Low,No,Low,27,82.0,Healthy
27.0,Female,Unemployed,63,13.7,4.0,Poor,9.0,0.0,2,High,Yes,High,100,1.0,Critical
21.0,Other,Student,42,5.9,7.7,Good,7.4,40.0,3,Low,No,Low,0,93.0,Healthy
42.0,Male,Self-Employed,28,9.5,9.7,Excellent,5.1,48.0,8,Low,No,Low,32,46.0,Healthy
54.0,Other,Self-Employed,36,,5.7,Average,3.9,31.0,7,Moderate,No,Low,32,49.0,Healthy
37.0,Other,Self-Employed,58,10.1,5.8,Average,5.8,41.0,6,Moderate,No,Moderate,42,40.0,Needs Attention
43.0,Male,Employed,53,8.7,6.2,Average,2.3,22.0,8,High,Yes,High,68,39.0,Critical
52.0,Male,Employed,58,9.0,7.6,Good,8.1,48.0,2,Moderate,No,Moderate,56,31.0,Needs Attention
19.0,Female,Self-Employed,30,3.2,6.9,Average,2.4,43.0,0,Low,No,Low,18,100.0,Healthy
45.0,Other,Employed,60,6.7,8.3,Good,9.9,24.0,8,Moderate,No,Moderate,49,47.0,Needs Attention
59.0,Male,Unemployed,63,7.7,6.4,Average,2.6,46.0,1,Moderate,No,Moderate,61,45.0,Needs Attention
39.0,Female,Student,40,9.5,4.1,Poor,3.5,37.0,6,Moderate,No,Moderate,59,68.0,Needs Attention
50.0,Other,Employed,32,2.4,5.8,Average,5.5,17.0,2,Low,No,Low,20,69.0,Healthy
28.0,Male,Self-Employed,31,7.3,5.8,Average,8.8,55.0,8,Low,No,Low,33,81.0,Healthy
62.0,Male,Unemployed,56,10.3,6.8,Average,2.5,14.0,7,High,Yes,High,97,,Critical
52.0,Other,Student,30,12.3,9.1,Excellent,4.0,6.0,8,Low,No,Low,18,77.0,Healthy
24.0,Male,Self-Employed,69,9.1,5.1,Average,7.7,15.0,1,High,Yes,High,74,17.0,Critical
24.0,Other,Student,24,7.4,9.9,Excellent,1.2,10.0,4,Low,No,Low,18,73.0,Healthy
22.0,Female,Employed,64,10.8,,Good,,59.0,3,Moderate,No,Moderate,52,56.0,Needs Attention
44.0,Other,Employed,21,11.7,5.9,Average,3.5,33.0,5,Low,No,Low,39,79.0,Healthy
26.0,Other,Self-Employed,70,13.6,6.8,Average,7.3,19.0,8,High,Yes,High,100,2.0,Critical
34.0,Female,Unemployed,44,5.7,7.5,Good,2.9,31.0,0,Moderate,No,Low,37,49.0,Healthy
36.0,Other,Employed,32,,5.4,Average,4.5,23.0,1,Moderate,No,Low,27,61.0,Healthy
25.0,Female,Employed,40,13.1,5.2,Average,0.0,23.0,2,Moderate,No,Moderate,43,48.0,Needs Attention
56.0,Other,Employed,67,9.9,5.0,Average,7.2,27.0,2,High,Yes,High,79,33.0,Critical
34.0,Other,Employed,64,3.8,7.3,Good,5.3,14.0,5,Moderate,No,Moderate,55,66.0,Needs Attention
33.0,Male,Self-Employed,68,2.1,6.9,Average,8.6,16.0,0,Low,No,Moderate,46,63.0,Needs Attention
37.0,Male,Employed,54,10.5,9.6,Excellent,3.9,,7,Moderate,No,Moderate,57,62.0,Needs Attention
58.0,Male,Unemployed,54,3.5,5.0,Average,0.4,2.0,8,High,No,High,71,19.0,Critical
40.0,Male,Self-Employed,21,,8.2,Good,,19.0,7,Low,No,Low,18,75.0,Healthy
21.0,Female,Employed,24,11.2,6.3,Average,6.9,15.0,2,Low,No,Low,9,81.0,Healthy
20.0,Other,Employed,52,6.9,4.5,Poor,4.5,7.0,2,Moderate,No,Moderate,59,44.0,Needs Attention
29.0,Female,Student,46,10.0,6.1,Average,3.8,59.0,2,Moderate,No,Moderate,45,46.0,Needs Attention
51.0,Other,Self-Employed,70,10.0,5.9,Average,6.7,5.0,2,High,Yes,High,75,16.0,Critical
50.0,Other,Self-Employed,26,6.6,6.7,Average,5.6,38.0,6,Low,No,Low,0,85.0,Healthy
60.0,Female,Self-Employed,60,7.9,4.4,Poor,4.7,48.0,4,Moderate,No,Moderate,50,46.0,Needs Attention
41.0,Other,Self-Employed,57,12.0,7.7,Good,1.0,20.0,0,High,Yes,High,80,29.0,Critical
52.0,Other,Unemployed,47,7.2,6.7,Average,6.3,35.0,8,Moderate,No,Moderate,54,62.0,Needs Attention
43.0,Female,Student,31,5.3,7.9,Good,6.7,1.0,8,Low,No,Low,3,92.0,Healthy
19.0,Male,Student,51,3.3,9.3,Excellent,4.4,2.0,5,Low,No,Low,30,68.0,Healthy
19.0,Other,Unemployed,47,8.2,4.2,Poor,1.4,,1,Moderate,No,Moderate,58,51.0,Needs Attention
24.0,Female,Employed,25,7.0,5.4,Average,7.0,3.0,7,Moderate,No,Low,39,46.0,Healthy
47.0,Male,Self-Employed,48,6.1,5.3,Average,2.0,3.0,1,Moderate,No,High,80,32.0,Critical
62.0,Other,Student,36,6.4,4.4,Poor,8.5,44.0,4,Moderate,No,Moderate,52,63.0,Needs Attention
38.0,Male,Employed,28,6.6,9.3,Excellent,8.4,28.0,6,Low,No,Low,0,85.0,Healthy
43.0,Male,Employed,63,4.3,9.8,Excellent,9.5,12.0,1,Low,No,Low,25,76.0,Healthy
48.0,Other,Unemployed,27,4.8,8.6,Good,7.4,38.0,5,Low,No,Low,0,84.0,Healthy
57.0,Female,Unemployed,52,3.2,6.9,Average,4.6,51.0,8,Low,No,Low,24,83.0,Healthy
38.0,Male,Employed,32,10.8,5.2,Average,2.0,27.0,2,Moderate,No,Moderate,45,52.0,Needs Attention
28.0,Male,Self-Employed,62,4.6,9.7,Excellent,2.9,18.0,7,High,Yes,High,66,34.0,Critical
38.0,Male,Student,48,13.0,4.7,Poor,2.0,8.0,0,Moderate,No,Moderate,55,44.0,Needs Attention
34.0,Other,Student,35,5.8,5.1,Average,5.5,36.0,2,Moderate,No,Low,29,69.0,Healthy
63.0,Female,Unemployed,70,13.6,9.8,Excellent,5.5,16.0,7,High,Yes,High,84,10.0,Critical
55.0,Female,Student,30,14.0,5.1,Average,4.8,47.0,4,Moderate,No,Moderate,52,45.0,Needs Attention
32.0,Other,Student,40,12.4,5.5,Average,7.7,60.0,8,Moderate,No,Moderate,51,62.0,Needs Attention
28.0,Other,Student,53,3.6,5.7,Average,6.4,57.0,4,Low,No,Low,16,69.0,Healthy
25.0,Male,Employed,46,6.3,9.4,Excellent,2.0,58.0,2,Low,No,Low,2,83.0,Healthy
39.0,Other,Unemployed,23,5.5,4.1,Poor,3.5,14.0,6,Moderate,No,Moderate,63,49.0,Needs Attention
30.0,Female,Employed,23,5.8,10.0,Excellent,0.1,2.0,5,Moderate,No,Moderate,47,70.0,Needs Attention
46.0,Male,Student,42,6.0,7.7,Good,4.0,1.0,4,Low,No,Low,22,68.0,Healthy
25.0,Other,Self-Employed,68,11.9,8.3,Good,0.1,51.0,7,High,Yes,High,89,8.0,Critical
52.0,Female,Employed,53,2.6,8.5,Good,0.7,37.0,1,Low,No,Moderate,40,79.0,Needs Attention
65.0,Male,Employed,25,13.2,9.1,Excellent,0.8,11.0,3,Low,No,Low,34,80.0,Healthy
30.0,Male,Self-Employed,37,5.0,9.3,Excellent,9.8,52.0,1,Low,No,Low,12,95.0,Healthy
54.0,Female,Unemployed,54,4.2,5.8,Average,7.5,11.0,0,Moderate,No,Low,29,63.0,Healthy
56.0,Female,Employed,53,11.9,9.2,Excellent,8.0,55.0,1,Low,No,Low,24,66.0,Healthy
28.0,Male,Student,69,12.1,7.0,Good,5.1,48.0,7,High,Yes,High,90,35.0,Critical
25.0,Female,Employed,20,3.8,6.2,Average,9.0,22.0,0,Low,No,Low,9,100.0,Healthy
41.0,Other,Student,64,6.8,7.7,Good,9.2,52.0,7,Moderate,No,Moderate,45,,Needs Attention
40.0,Male,Student,21,8.9,9.4,Excellent,9.0,33.0,1,Low,No,Low,0,100.0,Healthy
33.0,Other,Self-Employed,50,2.6,7.2,Good,7.8,10.0,3,Low,No,Low,21,82.0,Healthy
45.0,Other,Employed,63,12.0,6.0,Average,6.5,54.0,1,Moderate,No,Moderate,57,,Needs Attention
21.0,Female,Employed,70,10.9,5.4,Average,7.4,55.0,2,High,No,High,76,25.0,Critical
58.0,Male,Student,47,11.3,5.2,Average,8.9,23.0,4,Moderate,No,Low,39,70.0,Healthy
49.0,Other,Unemployed,61,11.3,4.4,Poor,8.9,23.0,8,High,Yes,High,100,6.0,Critical
65.0,Other,Self-Employed,58,7.4,5.8,Average,1.8,51.0,2,Moderate,No,Moderate,46,79.0,Needs Attention
46.0,Male,Unemployed,41,9.6,9.3,Excellent,9.4,42.0,0,Low,No,Low,2,100.0,Healthy
48.0,Female,Unemployed,43,9.1,9.0,Excellent,8.9,36.0,2,Low,No,Low,28,100.0,Healthy
26.0,Male,Student,20,11.8,7.0,Good,5.8,54.0,3,Low,No,Low,4,75.0,Healthy
30.0,Female,Unemployed,26,8.8,7.7,Good,5.2,32.0,7,Low,No,Low,32,76.0,Healthy
33.0,Male,Student,36,4.1,6.1,Average,1.4,57.0,3,Low,No,Low,11,91.0,Healthy
43.0,Other,Unemployed,56,10.4,7.8,Good,1.8,54.0,7,High,Yes,High,85,23.0,Critical
52.0,Other,Student,46,13.3,4.4,Poor,,31.0,3,Moderate,No,Moderate,51,40.0,Needs Attention
28.0,Female,Unemployed,27,2.4,9.0,Excellent,6.0,31.0,5,Low,No,Low,11,100.0,Healthy
64.0,Male,Employed,59,2.7,,Average,3.4,53.0,0,Low,No,Low,37,93.0,Healthy
23.0,Other,Student,28,13.4,6.5,Average,4.1,1.0,0,Moderate,No,Moderate,53,45.0,Needs Attention
53.0,Male,Self-Employed,53,2.1,4.3,Poor,0.4,9.0,5,Moderate,No,Moderate,43,59.0,Needs Attention
65.0,Male,Unemployed,22,6.2,6.6,Average,0.4,15.0,0,Low,No,Low,17,,Healthy
27.0,Female,Employed,53,11.9,8.0,Good,4.1,50.0,2,Moderate,No,High,69,25.0,Critical
21.0,Female,Unemployed,65,13.9,5.6,Average,7.6,16.0,6,High,Yes,High,69,37.0,Critical
61.0,Male,Unemployed,30,2.7,6.1,Average,9.5,39.0,0,Low,No,Low,13,92.0,Healthy
38.0,Other,Self-Employed,62,2.4,9.9,Excellent,4.6,24.0,0,Low,No,Low,27,59.0,Healthy
28.0,Male,Unemployed,69,5.1,8.4,Good,9.6,55.0,3,Low,No,Low,31,,Healthy
33.0,Male,Self-Employed,58,8.3,9.8,Excellent,1.1,17.0,0,Moderate,No,Moderate,40,61.0,Needs Attention
56.0,Female,Student,24,3.9,4.1,Poor,1.1,52.0,2,Low,No,Low,3,100.0,Healthy
55.0,Male,Student,44,11.9,5.7,Average,0.3,57.0,2,Moderate,No,Moderate,48,27.0,Needs Attention
64.0,Male,Employed,36,6.5,7.1,Good,8.3,2.0,4,Moderate,No,Moderate,41,64.0,Needs Attention
42.0,Other,Self-Employed,43,8.4,7.7,Good,0.4,56.0,2,Low,No,Low,23,57.0,Healthy
63.0,Male,Unemployed,51,2.8,,Good,7.4,60.0,4,Low,No,Low,0,97.0,Healthy
29.0,Other,Self-Employed,38,7.8,9.7,Excellent,1.9,28.0,1,Low,No,Low,22,86.0,Healthy
45.0,Female,Student,32,6.9,5.0,Average,6.6,5.0,2,Low,No,Low,4,82.0,Healthy
62.0,Female,Student,61,5.9,7.7,Good,3.4,48.0,2,Low,No,Low,27,66.0,Healthy
42.0,Other,Employed,50,8.6,8.1,Good,7.1,,3,Low,No,Moderate,44,52.0,Needs Attention
57.0,Other,Student,51,10.5,5.5,Average,3.2,28.0,0,Moderate,No,Moderate,45,60.0,Needs Attention
61.0,Other,Unemployed,54,10.1,9.7,Excellent,1.5,7.0,0,Moderate,No,Low,33,74.0,Healthy
62.0,Female,Self-Employed,33,7.5,7.8,Good,6.6,53.0,1,Low,No,Low,12,78.0,Healthy
48.0,Female,Unemployed,50,5.2,8.8,Good,0.1,12.0,8,Moderate,No,Moderate,56,41.0,Needs Attention
36.0,Male,Student,61,8.9,8.4,Good,3.8,54.0,1,Moderate,No,Moderate,61,49.0,Needs Attention
24.0,Other,Employed,64,8.5,8.3,Good,8.8,11.0,3,Moderate,No,Moderate,45,68.0,Needs Attention
18.0,Male,Student,46,7.2,9.1,Excellent,3.4,47.0,1,Low,No,Low,32,77.0,Healthy
35.0,Male,Unemployed,40,13.6,5.4,Average,2.4,35.0,7,Moderate,No,High,66,62.0,Critical
45.0,Other,Student,56,8.9,5.2,Average,7.1,,0,Low,No,Low,17,70.0,Healthy
28.0,Other,Unemployed,68,13.1,8.4,Good,2.4,57.0,7,High,Yes,High,79,18.0,Critical
26.0,Male,Unemployed,53,3.2,4.0,Poor,1.4,48.0,0,Moderate,No,Moderate,49,58.0,Needs Attention
50.0,Female,Unemployed,37,11.7,8.4,Good,9.1,57.0,7,Low,No,Low,35,72.0,Healthy
29.0,Other,Self-Employed,59,8.3,5.7,Average,8.7,55.0,7,Moderate,No,Moderate,43,62.0,Needs Attention
60.0,Male,Student,22,13.7,8.4,Good,8.3,10.0,5,Low,No,Low,0,77.0,Healthy
39.0,Female,Unemployed,70,,5.9,Average,6.8,51.0,6,High,Yes,High,100,,Critical
54.0,Other,Student,51,4.9,5.2,Average,3.1,51.0,8,Moderate,No,Moderate,63,61.0,Needs Attention
60.0,Female,Employed,27,10.4,4.1,Poor,5.2,31.0,6,Low,No,Low,18,60.0,Healthy
22.0,Other,Unemployed,50,2.8,4.0,Poor,4.1,38.0,4,Moderate,No,Moderate,56,48.0,Needs Attention
50.0,Male,Student,24,8.5,10.0,Excellent,7.8,29.0,1,Low,No,Low,8,100.0,Healthy
52.0,Male,Self-Employed,54,2.2,7.6,Good,9.0,58.0,6,Low,No,Low,19,62.0,Healthy
18.0,Other,Self-Employed,38,13.0,8.2,Good,6.6,32.0,3,Low,No,Low,20,89.0,Healthy
34.0,Other,Self-Employed,25,12.3,7.3,Good,1.2,2.0,7,Moderate,No,Moderate,45,28.0,Needs Attention
31.0,Other,Unemployed,24,4.7,5.7,Average,4.4,33.0,5,Low,No,Moderate,40,76.0,Needs Attention
55.0,Other,Unemployed,25,7.3,8.5,Good,9.7,25.0,3,Low,No,Low,1,94.0,Healthy
26.0,Male,Unemployed,61,5.6,7.5,Good,0.8,23.0,8,Moderate,No,Moderate,55,44.0,Needs Attention
22.0,Female,Unemployed,69,7.3,,Poor,2.9,3.0,3,High,Yes,High,98,,Critical
61.0,Other,Employed,55,,5.9,Average,8.0,59.0,6,High,Yes,High,86,7.0,Critical
53.0,Other,Employed,50,3.6,,Excellent,3.5,49.0,3,Low,No,Low,14,94.0,Healthy
54.0,Female,Employed,43,11.0,7.9,Good,8.4,5.0,8,Moderate,No,High,65,35.0,Critical
21.0,Female,Employed,47,3.9,8.5,Good,6.7,11.0,2,Low,No,Low,0,88.0,Healthy
49.0,Female,Unemployed,53,5.8,9.5,Excellent,0.6,15.0,3,Moderate,No,High,68,24.0,Critical
34.0,Other,Self-Employed,60,11.7,4.4,Poor,5.2,11.0,6,High,Yes,High,95,25.0,Critical
62.0,Male,Unemployed,68,3.8,9.1,Excellent,9.8,31.0,8,Moderate,No,Moderate,43,62.0,Needs Attention
30.0,Other,Employed,31,13.5,8.3,Good,0.5,37.0,5,Low,No,Low,32,68.0,Healthy
59.0,Other,Employed,64,4.7,5.3,Average,4.9,33.0,0,Low,No,Low,30,58.0,Healthy
33.0,Male,Unemployed,65,4.2,7.8,Good,4.0,29.0,3,Moderate,No,Low,25,49.0,Healthy
33.0,Other,Employed,43,6.4,7.2,Good,8.1,30.0,5,Low,No,Low,24,68.0,Healthy
61.0,Other,Unemployed,64,5.0,,Good,2.0,49.0,0,Low,No,Moderate,46,76.0,Needs Attention
38.0,Other,Self-Employed,50,2.8,5.3,Average,4.2,59.0,0,Low,No,Low,10,92.0,Healthy
37.0,Other,Student,52,8.8,4.2,Poor,9.0,26.0,3,Moderate,No,Moderate,44,71.0,Needs Attention
33.0,Male,Unemployed,37,13.3,8.6,Good,6.0,26.0,8,Moderate,No,High,66,27.0,Critical
52.0,Male,Employed,42,11.2,9.3,Excellent,9.7,52.0,7,Low,No,Moderate,41,62.0,Needs Attention
,Other,Unemployed,63,8.8,10.0,Excellent,4.0,1.0,5,Moderate,No,Moderate,62,32.0,Needs Attention
47.0,Other,Employed,38,12.0,9.0,Excellent,2.2,51.0,2,Moderate,No,Moderate,55,46.0,Needs Attention
44.0,Female,Student,46,12.4,10.0,Excellent,4.5,4.0,3,Moderate,No,Moderate,56,44.0,Needs Attention
31.0,Other,Unemployed,70,6.3,9.8,Excellent,0.7,31.0,8,High,Yes,High,100,0.0,Critical
26.0,Other,Unemployed,45,2.8,9.3,Excellent,0.3,27.0,2,Low,No,Low,4,98.0,Healthy
42.0,Male,Self-Employed,31,3.3,5.2,Average,2.5,20.0,6,Low,No,Low,10,75.0,Healthy
45.0,Female,Unemployed,23,13.7,5.8,Average,5.3,6.0,8,Moderate,No,High,67,39.0,Critical
45.0,Male,Employed,57,12.9,9.3,Excellent,1.4,33.0,0,Moderate,No,High,77,43.0,Critical
56.0,Male,Employed,35,13.6,5.7,Average,6.9,10.0,8,Moderate,No,High,71,47.0,Critical
22.0,Male,Unemployed,68,8.1,7.6,Good,8.0,5.0,1,Moderate,No,Moderate,57,42.0,Critical
25.0,Other,Employed,65,9.0,5.4,Average,1.2,36.0,2,Moderate,No,High,74,22.0,Critical
61.0,Other,Employed,31,6.1,6.4,Average,4.2,55.0,7,Low,No,Low,7,67.0,Healthy
18.0,Female,Student,36,5.0,8.8,Good,7.5,44.0,5,Low,No,Low,7,100.0,Healthy
22.0,Other,Employed,59,4.1,4.6,Poor,7.6,24.0,4,Moderate,No,Moderate,62,23.0,Needs Attention
58.0,Male,Unemployed,45,10.4,6.7,Average,9.8,22.0,7,Moderate,No,Low,38,50.0,Healthy
40.0,Male,Self-Employed,66,4.5,9.7,Excellent,1.2,49.0,2,Moderate,No,Moderate,45,55.0,Needs Attention
41.0,Female,Unemployed,48,13.1,9.4,Excellent,9.8,43.0,1,Low,No,Low,18,95.0,Healthy
46.0,Other,Self-Employed,41,10.5,7.0,Good,3.8,40.0,3,Low,No,Low,28,68.0,Healthy
45.0,Other,Employed,39,3.7,6.9,Average,1.5,46.0,4,Low,No,Low,21,81.0,Healthy
54.0,Male,Student,45,12.9,7.4,Good,0.3,,2,Moderate,No,High,66,35.0,Critical
41.0,Other,Student,20,2.4,7.4,Good,9.6,25.0,8,Low,No,Low,4,91.0,Healthy
31.0,Male,Self-Employed,26,3.5,5.8,Average,9.9,52.0,2,Low,No,Low,7,95.0,Healthy
19.0,Other,Unemployed,59,8.6,6.6,Average,3.8,24.0,0,Moderate,No,High,71,34.0,Critical
30.0,Male,Unemployed,20,9.6,6.1,Average,0.0,50.0,1,Low,No,Low,23,84.0,Healthy
40.0,Female,Unemployed,25,5.7,6.0,Average,0.4,22.0,4,Low,No,Low,19,70.0,Healthy
29.0,Other,Unemployed,43,9.3,7.5,Good,3.6,45.0,3,Low,No,Low,21,91.0,Healthy
34.0,Other,Self-Employed,22,7.4,9.1,Excellent,7.0,52.0,6,Low,No,Low,0,100.0,Healthy
44.0,Other,Student,21,,5.2,Average,8.3,41.0,2,Low,No,Low,18,69.0,Healthy
54.0,Female,Unemployed,50,12.7,7.2,Good,5.8,58.0,6,Moderate,No,Low,25,69.0,Healthy
26.0,Male,Student,44,12.6,9.5,Excellent,0.5,51.0,6,Moderate,No,High,68,43.0,Critical
45.0,Male,Self-Employed,42,4.4,,Good,4.3,4.0,8,Moderate,No,High,77,36.0,Critical
31.0,Other,Unemployed,23,9.4,4.6,Poor,7.7,42.0,6,Low,No,Low,1,78.0,Healthy
25.0,Male,Self-Employed,69,3.7,5.3,Average,6.1,,1,Moderate,No,Moderate,59,48.0,Needs Attention
25.0,Male,Unemployed,41,6.3,5.5,Average,9.7,49.0,1,Low,No,Low,4,100.0,Healthy
60.0,Other,Student,20,12.4,9.2,Excellent,,2.0,8,Low,No,Low,27,91.0,Healthy
61.0,Male,Employed,59,10.3,7.8,Good,8.1,2.0,2,High,No,High,79,46.0,Critical
53.0,Other,Student,34,9.1,4.7,Poor,5.5,39.0,7,Moderate,No,Moderate,61,44.0,Needs Attention
51.0,Other,Unemployed,26,12.9,8.3,Good,2.4,36.0,0,Low,No,Low,31,70.0,Healthy
25.0,Other,Student,26,4.1,9.6,Excellent,0.2,3.0,0,Low,No,Low,0,85.0,Healthy
25.0,Male,Self-Employed,59,13.9,7.1,Good,,21.0,1,High,Yes,High,85,36.0,Critical
35.0,Male,Unemployed,20,2.2,4.2,Poor,5.8,37.0,8,Low,No,Low,0,,Healthy
29.0,Other,Employed,49,10.3,7.0,Good,9.3,51.0,8,Low,No,Low,31,61.0,Healthy
46.0,Other,Self-Employed,63,3.7,8.2,Good,0.9,56.0,2,Moderate,No,Moderate,48,64.0,Needs Attention
48.0,Other,Student,50,13.4,4.3,Poor,9.7,54.0,5,Moderate,No,Moderate,64,62.0,Needs Attention
46.0,Male,Student,68,13.9,9.4,Excellent,2.0,3.0,3,High,Yes,High,65,20.0,Critical
36.0,Female,Student,65,12.5,9.8,Excellent,9.1,14.0,2,Moderate,No,High,84,36.0,Critical
62.0,Other,Employed,26,11.3,4.9,Poor,4.6,58.0,8,Moderate,No,Moderate,54,39.0,Needs Attention
46.0,Male,Unemployed,29,5.5,8.8,Good,4.9,33.0,1,Low,No,Low,22,95.0,Healthy
51.0,Male,Unemployed,65,9.5,9.2,Excellent,0.8,44.0,6,High,Yes,High,84,2.0,Critical
50.0,Female,Unemployed,54,13.4,4.3,Poor,2.1,60.0,0,Moderate,No,Moderate,49,44.0,Needs Attention
34.0,Female,Student,28,10.4,8.7,Good,0.9,,1,Low,No,Low,32,59.0,Healthy
46.0,Other,Employed,20,3.8,8.6,Good,0.6,6.0,5,Low,No,Low,0,100.0,Healthy
37.0,Other,Student,21,5.3,7.0,Good,2.2,3.0,2,Low,No,Low,0,100.0,Healthy
38.0,Male,Self-Employed,28,12.1,5.5,Average,7.9,28.0,1,Low,No,Low,17,83.0,Healthy
58.0,Other,Unemployed,51,12.8,7.5,Good,2.1,17.0,5,Moderate,No,High,81,45.0,Critical
59.0,Male,Self-Employed,48,3.8,9.5,Excellent,1.0,18.0,8,Moderate,No,Low,31,76.0,Healthy
27.0,Male,Unemployed,26,3.2,6.9,Average,1.4,59.0,7,Low,No,Low,0,93.0,Healthy
31.0,Other,Student,32,12.5,8.2,Good,3.8,40.0,1,Low,No,Low,17,62.0,Healthy
40.0,Other,Employed,63,,8.7,Good,,11.0,0,Low,No,Low,31,81.0,Healthy
29.0,Female,Employed,67,7.1,4.7,Poor,3.4,4.0,2,High,Yes,High,92,19.0,Critical
61.0,Other,Student,55,3.7,8.4,Good,5.7,44.0,6,Low,No,Low,8,,Healthy
27.0,Other,Unemployed,34,13.2,6.5,Average,2.5,16.0,3,Moderate,No,High,67,33.0,Critical
54.0,Other,Self-Employed,58,3.5,4.5,Poor,3.2,18.0,6,Moderate,No,Moderate,51,49.0,Needs Attention
63.0,Female,Unemployed,66,5.6,8.5,Good,8.0,20.0,3,Moderate,No,Moderate,50,49.0,Needs Attention
21.0,Female,Employed,59,12.9,8.2,Good,5.9,12.0,0,Moderate,No,Moderate,54,45.0,Needs Attention
50.0,Female,Student,29,8.3,5.8,Average,4.2,18.0,3,Low,No,Moderate,44,75.0,Needs Attention
47.0,Male,Employed,22,10.4,6.2,Average,5.0,60.0,6,Low,No,Low,9,95.0,Healthy
